"pais","departamento","provincia","municipio","recinto","id_dpa","col_abstencion","col_blancos","col_emitidos","col_inscritos","col_no","col_nulos","col_si","col_validos"
"Bolivia","Beni","Cercado","San Javier","ESCUELA ESPIRITU SANTO",234754,7,0,34,41,13,0,21,34
"Bolivia","Beni","Cercado","San Javier","ESCUELA LAGUNA COLORADA",234755,15,0,33,48,14,0,19,33
"Bolivia","Beni","Cercado","San Javier","ESCUELA NUEVA ISRAEL",234756,110,7,420,530,195,36,182,377
"Bolivia","Beni","Cercado","San Javier","ESCUELA PEDRO IGNACIO MUIBA",234757,23,1,161,184,74,0,86,160
"Bolivia","Beni","Cercado","San Javier","ESCUELA SAN JAVIER",234758,63,4,287,350,141,2,140,281
"Bolivia","Beni","Cercado","San Javier","ESCUELA SAN PEDRO",234759,79,2,319,398,157,10,150,307
"Bolivia","Beni","Cercado","San Javier","UNIDAD EDUCATIVA LA CURVA",234760,41,2,100,141,37,3,58,95
"Bolivia","Beni","Cercado","Trinidad","CARCEL DE MUJERES",235398,9,1,36,45,19,0,16,35
"Bolivia","Beni","Cercado","Trinidad","CARCEL MOCOBI",235399,0,0,178,178,62,50,66,128
"Bolivia","Beni","Cercado","Trinidad","CENTRO INTEGRADO SAN FRANCISCO DE ASIS",235400,85,4,686,771,488,11,183,671
"Bolivia","Beni","Cercado","Trinidad","COLEGIO JOAQUIN HURTADO CHAVEZ",235401,383,17,1922,2305,1225,38,642,1867
"Bolivia","Beni","Cercado","Trinidad","COLEGIO LA SALLE",235402,329,5,1457,1786,1045,38,369,1414
"Bolivia","Beni","Cercado","Trinidad","COLEGIO SAN VICENTE (EX UAB)",235403,631,20,3141,3772,2072,80,969,3041
"Bolivia","Beni","Cercado","Trinidad","ESCUELA 13 DE ABRIL",235422,333,22,2304,2637,1262,129,891,2153
"Bolivia","Beni","Cercado","Trinidad","ESCUELA 4 DE FEBRERO",235404,801,36,3606,4407,2139,91,1340,3479
"Bolivia","Beni","Cercado","Trinidad","ESCUELA CASARABE",235423,112,3,415,527,228,9,175,403
"Bolivia","Beni","Cercado","Trinidad","ESCUELA CORINA HURTADO DE",235405,458,15,2434,2892,1438,50,931,2369
"Bolivia","Beni","Cercado","Trinidad","ESCUELA EMILIO CAMPOS PEDRIEL",235424,388,12,1994,2382,1324,39,619,1943
"Bolivia","Beni","Cercado","Trinidad","ESCUELA IVIATO",235425,40,1,172,212,94,0,77,171
"Bolivia","Beni","Cercado","Trinidad","ESCUELA J. AZURDUY DE PADILLA",235406,271,8,1612,1883,1128,36,440,1568
"Bolivia","Beni","Cercado","Trinidad","ESCUELA J. CHAVEZ SUAREZ",235407,1158,36,5202,6360,3120,112,1934,5054
"Bolivia","Beni","Cercado","Trinidad","ESCUELA J. LORENZO CAMPERO",235408,226,7,1423,1649,982,23,411,1393
"Bolivia","Beni","Cercado","Trinidad","ESCUELA LOMA SUAREZ",235409,202,7,444,646,182,19,236,418
"Bolivia","Beni","Cercado","Trinidad","ESCUELA MANGALITO",235410,371,11,1608,1979,872,32,693,1565
"Bolivia","Beni","Cercado","Trinidad","ESCUELA MARY RIBERA G.",235411,613,20,3832,4445,2571,95,1146,3717
"Bolivia","Beni","Cercado","Trinidad","ESCUELA MAYOR PEDRO VACA DIEZ",235412,100,3,236,336,109,1,123,232
"Bolivia","Beni","Cercado","Trinidad","ESCUELA NICOLAS SUAREZ",235413,444,10,2080,2524,1516,37,517,2033
"Bolivia","Beni","Cercado","Trinidad","ESCUELA NUESTRA SEÑORA DE FATIMA",235414,758,18,3338,4096,2229,82,1009,3238
"Bolivia","Beni","Cercado","Trinidad","ESCUELA NUEVA TRINIDAD",235426,857,28,3145,4002,1882,72,1163,3045
"Bolivia","Beni","Cercado","Trinidad","ESCUELA PEDRO IGNACIO MUIBA",235415,472,25,2346,2818,1413,96,812,2225
"Bolivia","Beni","Cercado","Trinidad","ESCUELA PUERTO BALLIVIAN",235416,20,2,119,139,55,0,62,117
"Bolivia","Beni","Cercado","Trinidad","ESCUELA PUERTO VARADOR",235417,128,13,453,581,242,21,177,419
"Bolivia","Beni","Cercado","Trinidad","ESCUELA RAUL MONJE ROCA",235418,439,7,2240,2679,1414,74,745,2159
"Bolivia","Beni","Cercado","Trinidad","ESCUELA SAN ANTONIO",235419,573,47,3077,3650,2005,42,983,2988
"Bolivia","Beni","Cercado","Trinidad","ESCUELA SAN JOSE",235420,209,9,1272,1481,931,21,311,1242
"Bolivia","Beni","Cercado","Trinidad","ESCUELA SAN JUAN DE AGUAS DULCES",235421,12,0,89,101,67,0,22,89
"Bolivia","Beni","Cercado","Trinidad","ESCUELA URBANIZACION MANA",235427,100,2,512,612,306,5,199,505
"Bolivia","Beni","Cercado","Trinidad","ESCUELA VILLA VECINAL",235428,400,26,2609,3009,1791,40,752,2543
"Bolivia","Beni","Cercado","Trinidad","INFOCAL",235429,231,7,1082,1313,736,19,320,1056
"Bolivia","Beni","Cercado","Trinidad","LICEO MARIO SAIELLY",235430,321,6,1655,1976,1150,17,482,1632
"Bolivia","Beni","Cercado","Trinidad","U.A.B. (CARRERA DE DERECHO)",235431,454,46,2151,2605,1438,31,636,2074
"Bolivia","Beni","Cercado","Trinidad","UNIDAD EDUCATIVA 15 DE AGOSTO",235432,115,11,811,926,454,19,327,781
"Bolivia","Beni","Cercado","Trinidad","UNIDAD EDUCATIVA GONZALO SUAREZ D.",235433,80,5,337,417,214,4,114,328
"Bolivia","Beni","Cercado","Trinidad","UNIDAD EDUCATIVA LUIS ESPINAL CAMS",235434,160,16,1065,1225,577,22,450,1027
"Bolivia","Beni","Cercado","Trinidad","UNIDAD EDUCATIVA ORLANDO MONASTERIO CLAURE",235435,22,7,259,281,151,4,97,248
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","COLEGIO NACIONAL REYES",234793,370,16,1409,1779,779,27,587,1366
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA BUEN DESTINO",234794,21,4,102,123,17,2,79,96
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA CENTRAL BAQUETY",234795,65,0,48,113,4,1,43,47
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA CENTRAL PUERTO CAVINAS",234796,85,5,133,218,46,1,81,127
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA CONSTANZA VARGAS",234797,11,0,24,35,13,2,9,22
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA DE CALIFORNIA",234804,16,0,54,70,22,1,31,53
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA JESUS ALVAREZ",234798,471,23,1650,2121,912,74,641,1553
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA PEÑA AMARILLA",234799,61,2,95,156,77,2,14,91
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA RENE BARRIENTOS ORTUÑO",234800,113,1,310,423,174,9,126,300
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA SAN JOSE",234801,12,1,89,101,41,5,42,83
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA SAN MARCOS",234802,3,0,22,25,18,1,3,21
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA SORAIDA",234803,17,0,24,41,14,0,10,24
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","UNIDAD EDUCATIVA CARMEN ALTO",234805,6,4,88,94,39,1,44,83
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","ESCUELA ASUNCION DEL QUIQUIBEY",232268,29,2,73,102,36,2,33,69
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","ESCUELA CENTRAL NUEVOS HORIZONTES",232269,115,9,374,489,122,29,214,336
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","ESCUELA CENTRAL PIEDRAS BLANCAS",232270,100,16,586,686,79,15,476,555
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","ESCUELA GUALBERTO VILLARRUEL",232271,861,31,2868,3729,1703,52,1082,2785
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","ESCUELA PLAYA ANCHA",232272,27,5,164,191,12,9,138,150
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","ESCUELA VILLA LOURDES",232273,45,5,152,197,71,3,73,144
"Bolivia","Beni","General Jose Ballivián Segurola","Rurrenabaque","UNIDAD EDUCATIVA LUCIO LENS",232274,953,50,3672,4625,2055,165,1402,3457
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COLEGIO ARNULFO MARTINEZ",235524,1010,35,3361,4371,1946,68,1312,3258
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COLEGIO INDUSTRIAL INGAVI",235525,666,37,2392,3058,828,69,1458,2286
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COLEGIO SAN FRANCISCO DE BORJA",235526,760,29,2731,3491,1804,62,836,2640
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA DE PUERTO YUCUMO",235527,36,3,276,312,16,6,251,267
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA EL CHACAL",235528,62,6,300,362,3,3,288,291
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA EL ORIENTE DEL YACUMA",235540,26,1,79,105,34,0,44,78
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA EL PALMAR",235529,131,20,688,819,150,19,499,649
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA GERMAN BUSCH",235530,707,19,2407,3114,1615,47,726,2341
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA INDIGENA ARENALES",235531,41,8,455,496,13,12,422,435
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA JUNRRENO",235532,11,1,32,43,15,0,16,31
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA LA CRUZ",235533,78,14,584,662,38,9,523,561
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA LA EMBOCADA",235534,85,1,254,339,96,7,150,246
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA LAS ABRAS",235535,12,4,77,89,6,0,67,73
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA MISION FATIMA",235536,43,7,352,395,23,3,319,342
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA SANTA ELENA DEL CARIPO",235537,19,1,102,121,39,0,62,101
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA S. JUAN DEL REMANZO",235538,8,0,39,47,7,0,32,39
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA TACUARAL DE MATTOS",235539,39,46,471,510,17,8,400,417
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","UNIDAD EDUCATIVA MANGUITO",235541,39,10,458,497,56,3,389,445
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","UNIDAD EDUCATIVA MARCA COROICO",235542,10,4,109,119,14,7,84,98
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","UNIDAD EDUCATIVA QUIQUIBEY",235543,27,1,174,201,22,1,150,172
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","UNIDAD EDUCATIVA SAN IGNACIO DEL MANIQUI",235544,101,7,365,466,195,8,155,350
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","UNIDAD EDUCATIVA VILLA SAN ANTONIO",235545,108,6,463,571,252,13,192,444
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","COLEGIO NACIONAL SANTA ROSA",235546,263,4,654,917,407,23,220,627
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA AUSTRALIA",235554,79,2,155,234,75,3,75,150
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA CENTRAL PALMA FLOR",235547,45,1,71,116,40,9,21,61
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA EL CANDADO",235548,30,2,80,110,25,1,52,77
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA EL CERRITO",235549,22,1,82,104,53,1,27,80
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA EL ROSARIO",235555,14,8,130,144,61,4,57,118
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA EL TRIUNFO",235550,58,0,223,281,118,1,104,222
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA GERARDO REYES",235551,509,30,2303,2812,1545,43,685,2230
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA PUERTO TERESA",235552,18,0,67,85,49,1,17,66
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA PUERTO YATA",235553,66,5,119,185,81,1,32,113
"Bolivia","Beni","Iténez","Baures","ESCUELA ALTA GRACIA",234343,8,0,51,59,32,0,19,51
"Bolivia","Beni","Iténez","Baures","ESCUELA CAIRO II",234344,7,0,22,29,0,0,22,22
"Bolivia","Beni","Iténez","Baures","ESCUELA CARMELO LOPEZ",234345,305,11,1213,1518,674,7,521,1195
"Bolivia","Beni","Iténez","Baures","ESCUELA EL CAIRO",234346,10,1,95,105,42,3,49,91
"Bolivia","Beni","Iténez","Baures","ESCUELA EL REMANZO",234347,114,4,291,405,126,5,156,282
"Bolivia","Beni","Iténez","Baures","ESCUELA MONTE CRISTO DEL TIQUIN",234348,100,3,121,221,21,3,94,115
"Bolivia","Beni","Iténez","Baures","ESCUELA RURAL JASIAQUIRI",234349,12,0,150,162,70,1,79,149
"Bolivia","Beni","Iténez","Baures","ESCUELA SAN SIMON",234350,54,4,138,192,40,2,92,132
"Bolivia","Beni","Iténez","Baures","ESCUELA SECCIONAL CAFETAL",234351,98,1,122,220,40,0,81,121
"Bolivia","Beni","Iténez","Huacaraje","ESCUELA EL CARMEN",234352,129,2,461,590,275,5,179,454
"Bolivia","Beni","Iténez","Huacaraje","ESCUELA JUAN ALBERTO ORELLANA",234353,313,15,1104,1417,627,17,445,1072
"Bolivia","Beni","Iténez","Huacaraje","NUCLEO ESCOLAR LA EMBROLLA",234354,3,0,58,61,10,6,42,52
"Bolivia","Beni","Iténez","Magdalena","COLEGIO CNEL. CARMELO CUELLAR J.",234333,30,1,219,249,109,2,107,216
"Bolivia","Beni","Iténez","Magdalena","ESCUELA ANGEL CHAVEZ ARZA",234334,10,1,112,122,30,0,81,111
"Bolivia","Beni","Iténez","Magdalena","ESCUELA BUENA VISTA",234335,133,7,236,369,109,4,116,225
"Bolivia","Beni","Iténez","Magdalena","ESCUELA CENTRAL 1RO. DE MAYO",234336,2,0,36,38,3,0,33,36
"Bolivia","Beni","Iténez","Magdalena","ESCUELA GIL COIMBRA",234337,419,19,1839,2258,1018,22,780,1798
"Bolivia","Beni","Iténez","Magdalena","ESCUELA JOSE BALLIVIAN",234338,184,9,1079,1263,584,30,456,1040
"Bolivia","Beni","Iténez","Magdalena","ESCUELA LA CAYOBA",234339,9,0,69,78,45,2,22,67
"Bolivia","Beni","Iténez","Magdalena","ESCUELA SAN BORJA RIO BLANCO",234340,25,4,146,171,77,1,64,141
"Bolivia","Beni","Iténez","Magdalena","ESCUELA SANTA MARIA",234341,8,0,84,92,55,0,29,84
"Bolivia","Beni","Iténez","Magdalena","UNIDAD EDUCATIVA MACEDONIO PAZ PINO",234342,226,8,927,1153,454,23,442,896
"Bolivia","Beni","Mamoré","Puerto Siles","ESCUELA ALEJANDRIA",234330,3,2,47,50,12,1,32,44
"Bolivia","Beni","Mamoré","Puerto Siles","ESCUELA ANTOFAGASTA",234331,57,1,159,216,43,3,112,155
"Bolivia","Beni","Mamoré","Puerto Siles","ESCUELA SANTA ROSA",234332,48,3,121,169,90,0,28,118
"Bolivia","Beni","Mamoré","San Joaquín","ESCUELA CAP. ARTURO CUELLAR REA",232310,431,9,1044,1475,506,80,449,955
"Bolivia","Beni","Mamoré","San Joaquín","ESCUELA CHACO LEJOS",232311,3,1,29,32,9,0,19,28
"Bolivia","Beni","Mamoré","San Joaquín","ESCUELA LAS PEÑITAS",232312,0,0,5,5,0,1,4,4
"Bolivia","Beni","Mamoré","San Joaquín","ESCUELA MORE-MONTE AZUL",232313,12,0,50,62,0,0,50,50
"Bolivia","Beni","Mamoré","San Joaquín","ESCUELA PUERTO USTAREZ",232314,10,1,44,54,14,1,28,42
"Bolivia","Beni","Mamoré","San Joaquín","UNIDAD EDUCATIVA 21 DE AGOSTO",232315,381,11,1044,1425,583,20,430,1013
"Bolivia","Beni","Mamoré","San Ramón","ESCUELA EL CARMEN DE GUACAYANE",233365,5,0,38,43,0,0,38,38
"Bolivia","Beni","Mamoré","San Ramón","ESCUELA EL POYORI",233366,2,1,38,40,6,0,31,37
"Bolivia","Beni","Mamoré","San Ramón","ESCUELA NAPOLEON AÑEZ ORTIZ",233367,463,16,1835,2298,999,24,796,1795
"Bolivia","Beni","Mamoré","San Ramón","UNIDAD EDUCATIVA LAS PEÑAS",233368,7,0,4,11,2,0,2,4
"Bolivia","Beni","Marbán","Loreto","ESCUELA CAMIACO",235922,57,0,246,303,155,7,84,239
"Bolivia","Beni","Marbán","Loreto","ESCUELA GUNDONOVIA",235923,62,4,135,197,79,1,51,130
"Bolivia","Beni","Marbán","Loreto","ESCUELA PERFECTA VDA. DE BEJARANO",235924,155,3,335,490,130,10,192,322
"Bolivia","Beni","Marbán","Loreto","ESCUELA SACHOJERE",235925,60,1,183,243,79,2,101,180
"Bolivia","Beni","Marbán","Loreto","ESCUELA SAN ANTONIO",235926,23,0,55,78,26,1,28,54
"Bolivia","Beni","Marbán","Loreto","ESCUELA SAN PABLO-ISIBORO",235927,33,1,138,171,31,5,101,132
"Bolivia","Beni","Marbán","Loreto","ESCUELA SANTA ROSA DEL CHAPARE",235928,22,0,27,49,21,0,6,27
"Bolivia","Beni","Marbán","Loreto","SANTA ROSA DEL ISIBORO",235929,23,2,71,94,16,0,53,69
"Bolivia","Beni","Marbán","Loreto","UNIDAD EDUCATIVA PALERMO",235930,3,0,21,24,8,0,13,21
"Bolivia","Beni","Marbán","Loreto","UNIDAD EDUCATIVA VILLA EL CARMEN DEL REMANZO",235931,18,0,63,81,21,1,41,62
"Bolivia","Beni","Marbán","San Andrés","ESCUELA 4 DE JULIO",232302,59,6,243,302,35,7,195,230
"Bolivia","Beni","Marbán","San Andrés","ESCUELA BUEN JESUS",232292,45,5,248,293,153,4,86,239
"Bolivia","Beni","Marbán","San Andrés","ESCUELA CAIMANES",232293,32,7,163,195,87,2,67,154
"Bolivia","Beni","Marbán","San Andrés","ESCUELA CENTRAL 2 DE AGOSTO",232294,419,28,1546,1965,595,33,890,1485
"Bolivia","Beni","Marbán","San Andrés","ESCUELA DE NUEVA BETANIA",232303,55,3,219,274,90,3,123,213
"Bolivia","Beni","Marbán","San Andrés","ESCUELA ELVIRA",232304,43,2,181,224,102,2,75,177
"Bolivia","Beni","Marbán","San Andrés","ESCUELA HUMBERTO VELARDE",232295,61,2,225,286,110,5,108,218
"Bolivia","Beni","Marbán","San Andrés","ESCUELA LA ISIGA-PERSEVERA",232296,38,1,38,76,22,0,15,37
"Bolivia","Beni","Marbán","San Andrés","ESCUELA LIMONCITO",232305,0,0,30,30,15,1,14,29
"Bolivia","Beni","Marbán","San Andrés","ESCUELA MONTE CRISTO",232297,29,1,46,75,21,0,24,45
"Bolivia","Beni","Marbán","San Andrés","ESCUELA NUEVA MAGDALENA",232306,51,0,117,168,31,0,86,117
"Bolivia","Beni","Marbán","San Andrés","ESCUELA PEROTO",232298,41,3,145,186,82,1,59,141
"Bolivia","Beni","Marbán","San Andrés","ESCUELA SAN LORENZO",232299,32,2,73,105,34,1,36,70
"Bolivia","Beni","Marbán","San Andrés","ESCUELA SANTA ROSA",232300,97,8,407,504,181,6,212,393
"Bolivia","Beni","Marbán","San Andrés","ESCUELA SOMOPAE",232301,41,1,194,235,99,2,92,191
"Bolivia","Beni","Marbán","San Andrés","ESCUELA TAJIBOTE",232307,5,0,9,14,3,0,6,9
"Bolivia","Beni","Marbán","San Andrés","ESCUELA VILLA ALBA",232308,30,0,135,165,65,2,68,133
"Bolivia","Beni","Marbán","San Andrés","ESCUELA VILLA BANZER",232309,17,0,64,81,25,0,39,64
"Bolivia","Beni","Moxos","San Ignacio","COLEGIO SOCRATES PARADA EGUEZ",235556,661,55,2892,3553,1138,64,1635,2773
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA CENTRAL SAN IGNACITO",235557,8,0,21,29,6,0,15,21
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA CENTRAL SANTA ROSA",235558,5,2,91,96,10,0,79,89
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA DE BERMEO",235578,28,1,82,110,30,0,51,81
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA EL DESENGAÑO",235559,45,2,121,166,59,2,58,117
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA FATIMA",235560,20,0,78,98,44,0,34,78
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA LA ARGENTINA",235561,9,0,68,77,24,1,43,67
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA LITORAL",235562,10,3,107,117,10,0,94,104
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA MERCEDES DE LOJOJOTA",235563,22,4,74,96,8,4,58,66
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA MONTE GRANDE",235564,23,1,90,113,16,8,65,81
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA MONTE MAE",235565,36,0,49,85,28,0,21,49
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA OROMOMO",235566,46,28,279,325,37,6,208,245
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA OVIDIO ROCA C.",235567,123,1,430,553,225,7,197,422
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA PTO. SAN LORENZO",235568,29,6,98,127,41,5,46,87
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA PUERTO SAN BORJA",235569,28,0,83,111,12,2,69,81
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA RETIRO",235570,15,1,106,121,2,2,101,103
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SAN ANTONIO DE IMOSE",235571,45,2,94,139,48,9,35,83
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SAN FRANCISCO",235572,63,8,231,294,68,7,148,216
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SAN JOSE DEL CABITU",235573,60,1,163,223,35,6,121,156
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SAN JOSE DE PATROCINIO",235574,16,0,22,38,20,0,2,22
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SAN MIGUELITO ISIBORO",235575,15,1,68,83,6,4,57,63
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SANTÍSIMA TRINIDAD",235579,21,3,160,181,42,2,113,155
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SUB-CENTRAL PUEBLO NUEVO",235576,13,0,32,45,5,0,27,32
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA TRINIDACITO",235577,19,0,31,50,27,0,4,31
"Bolivia","Beni","Moxos","San Ignacio","L. GILFREDO CORTEZ CANDIA",235580,671,44,2561,3232,964,47,1506,2470
"Bolivia","Beni","Moxos","San Ignacio","UNIDAD EDUCATIVA SAN BERNARDO",235581,43,2,92,135,73,3,14,87
"Bolivia","Beni","Vaca Diéz","Guayaramerín","CENTRO EDUCATIVO SIMON BOLIVAR",232463,75,4,283,358,175,3,101,276
"Bolivia","Beni","Vaca Diéz","Guayaramerín","COLEGIO 6 DE JUNIO",232464,365,9,1476,1841,976,27,464,1440
"Bolivia","Beni","Vaca Diéz","Guayaramerín","COLEGIO ALTO DE LA ALIANZA",232465,485,15,1787,2272,1098,40,634,1732
"Bolivia","Beni","Vaca Diéz","Guayaramerín","COLEGIO ANTONIO VACA DIEZ",232466,92,3,342,434,224,2,113,337
"Bolivia","Beni","Vaca Diéz","Guayaramerín","COLEGIO EVANGELICO NACIONAL",232468,541,9,1442,1983,905,25,503,1408
"Bolivia","Beni","Vaca Diéz","Guayaramerín","COLEGIO MANUEL ANTONIO OJOPI",232469,732,14,2585,3317,1703,32,836,2539
"Bolivia","Beni","Vaca Diéz","Guayaramerín","COLEGIO MANUEL VICENTE BALLIVIAN",232467,182,1,302,484,218,5,78,296
"Bolivia","Beni","Vaca Diéz","Guayaramerín","DR. ELMER BOTSFORD",232470,225,6,701,926,471,17,207,678
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA ANTOFAGASTA",232471,15,0,51,66,28,0,23,51
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA BRASIL",232478,153,1,472,625,316,8,147,463
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA CENTRAL SAN LORENZO",232472,22,0,85,107,34,1,50,84
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA JUDDI DE SUAREZ",232473,80,5,257,337,179,3,70,249
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA LOS ALMENDROS",232479,425,10,1488,1913,890,44,544,1434
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA MEJILLONES",232474,908,42,3354,4262,2205,58,1049,3254
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA ROSARIO DEL YATA",232475,72,3,200,272,84,6,107,191
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA SAN FRANCISCO DEL YATA",232476,15,1,46,61,29,0,16,45
"Bolivia","Beni","Vaca Diéz","Guayaramerín","ESCUELA SAN JOSE",232477,402,12,1405,1807,904,25,464,1368
"Bolivia","Beni","Vaca Diéz","Guayaramerín","LIC. MIXTO GUAYAMERIN",232480,541,8,1386,1927,891,24,463,1354
"Bolivia","Beni","Vaca Diéz","Guayaramerín","PENAL GUAYARAMERIN",232462,11,0,22,33,11,1,10,21
"Bolivia","Beni","Vaca Diéz","Guayaramerín","UNIDAD EDUCATIVA 9 DE ABRIL",232481,25,2,266,291,154,5,105,259
"Bolivia","Beni","Vaca Diéz","Guayaramerín","UNIDAD EDUCATIVA BELEN",232482,96,1,433,529,258,10,164,422
"Bolivia","Beni","Vaca Diéz","Guayaramerín","UNIDAD EDUCATIVA MIGUEL ANTELO",232483,49,0,186,235,111,8,67,178
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO 6 DE JUNIO",234762,534,11,1371,1905,1014,18,328,1342
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO EDUARDO ABAROA",234763,637,23,2435,3072,1638,47,727,2365
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO ISMAEL CARRASCO TELLERIA",234764,122,8,387,509,215,12,152,367
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO PEDRO KRAMER",234768,391,8,1297,1688,929,37,323,1252
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO SAN FRANCISCO",234765,81,3,359,440,244,7,105,349
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO SAN JOSE OBRERO",234769,484,12,1271,1755,894,21,344,1238
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO SAN JUAN",234766,542,57,1894,2436,967,57,813,1780
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO WALTER ALPIRE DURAN",234767,157,6,638,795,429,8,195,624
"Bolivia","Beni","Vaca Diéz","Riberalta","COMITE CIVICO TUMICHUCUA",234770,73,11,254,327,145,20,78,223
