"pais","departamento","provincia","municipio","recinto","id_dpa","col_abstencion","col_blancos","col_emitidos","col_inscritos","col_no","col_nulos","col_si","col_validos"
"Bolivia","La Paz","Caranavi","Alto Beni","ESCUELA CASERIO NUEVE",236411,56,0,316,372,66,8,242,308
"Bolivia","La Paz","Caranavi","Alto Beni","ESCUELA C. BELLA VISTA",236409,67,6,483,550,130,30,317,447
"Bolivia","La Paz","Caranavi","Alto Beni","ESCUELA N. SARARIA",236410,90,4,481,571,114,35,328,442
"Bolivia","La Paz","Caranavi","Alto Beni","ESCUELA PIQUENDO",236412,95,6,638,733,128,28,476,604
"Bolivia","La Paz","Caranavi","Alto Beni","LOCAL AMAS DE CASA",236413,31,7,227,258,60,3,157,217
"Bolivia","La Paz","Caranavi","Alto Beni","NUCLEO ESCOLAR SAN ANTONIO",236414,167,13,929,1096,154,21,741,895
"Bolivia","La Paz","Caranavi","Alto Beni","SEDE SOCIAL",236416,107,14,577,684,138,15,410,548
"Bolivia","La Paz","Caranavi","Alto Beni","SEDE SOCIAL",236415,107,14,577,684,138,15,410,548
"Bolivia","La Paz","Caranavi","Alto Beni","UNIDAD EDUCATIVA PUENTE ALTO BENI",236417,13,5,146,159,24,4,113,137
"Bolivia","La Paz","Caranavi","Alto Beni","UNIDAD EDUCATIVA VILLA EL PORVENIR",236418,26,1,313,339,35,7,270,305
"Bolivia","La Paz","Caranavi","Alto Beni","UNIDAD EDUCATIVA VILLA LITORAL",236419,20,4,266,286,22,11,229,251
"Bolivia","La Paz","Caranavi","Caranavi","COLEGIO GUILLERMO MOLINA",236269,204,14,911,1115,133,27,737,870
"Bolivia","La Paz","Caranavi","Caranavi","COLEGIO JHON F. KENEDDY",236270,1199,55,4839,6038,1946,141,2697,4643
"Bolivia","La Paz","Caranavi","Caranavi","COLEGIO LOS ANDES",236271,59,7,519,578,86,6,420,506
"Bolivia","La Paz","Caranavi","Caranavi","COLEGIO MADRE MARIA FEDERICA",236272,728,47,3533,4261,1531,105,1850,3381
"Bolivia","La Paz","Caranavi","Caranavi","COLEGIO SAN LORENZO",236273,95,5,903,998,129,23,746,875
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA CARRASCO LA RESERVA",236274,199,20,1453,1652,153,38,1242,1395
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA C. DE CHOJNA",236275,14,1,259,273,55,4,199,254
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA CENTRAL VILLAMONTES",236284,44,2,262,306,34,4,222,256
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA F. INCAHUARA",236276,16,0,55,71,3,1,51,54
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA MSCAL. SANTA CRUZ",236277,69,9,397,466,35,7,346,381
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA N. CHORO",236278,23,2,133,156,36,4,91,127
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA P. DOMINGO MURILLO",236279,263,19,1631,1894,334,55,1223,1557
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA SAN PEDRO",236280,19,1,102,121,4,7,90,94
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA SECCIONAL SANTA ANA",236281,73,9,367,440,57,10,291,348
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA SIMON BOLIVAR",236282,162,19,770,932,136,33,582,718
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA SIMON BOLIVAR DE SANTA FE",236285,84,4,524,608,143,16,361,504
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA TUPAC KATARI",236283,84,8,484,568,66,13,397,463
"Bolivia","La Paz","Caranavi","Caranavi","ESCUELA UYUNENSE",236286,53,10,419,472,68,19,322,390
"Bolivia","La Paz","Caranavi","Caranavi","INSTITUTO AMERICANO",236287,19,0,69,88,31,2,36,67
"Bolivia","La Paz","Caranavi","Caranavi","SEDE SOCIAL",236288,170,6,1140,1310,137,75,922,1059
"Bolivia","La Paz","Caranavi","Caranavi","SEDE SOCIAL",236290,170,6,1140,1310,137,75,922,1059
"Bolivia","La Paz","Caranavi","Caranavi","SEDE SOCIAL",236289,170,6,1140,1310,137,75,922,1059
"Bolivia","La Paz","Caranavi","Caranavi","UNIDAD EDUCATIVA MANCHEGO",236294,15,1,163,178,60,2,100,160
"Bolivia","La Paz","Caranavi","Caranavi","UNIDAD EDUCATIVA NUEVA LLUSTA 2DA",236295,51,3,317,368,38,7,269,307
"Bolivia","La Paz","Caranavi","Caranavi","UNIDAD EDUCATIVA RENE ZENON PORTILLO CHAVARRIA",236291,34,1,279,313,66,7,205,271
"Bolivia","La Paz","Caranavi","Caranavi","UNIDAD EDUCATIVA SIMON BOLIVAR",236296,647,26,2798,3445,1060,84,1628,2688
"Bolivia","La Paz","Caranavi","Caranavi","UNIDAD EDUCATIVA SUAZO",236292,17,1,86,103,34,4,47,81
"Bolivia","La Paz","Caranavi","Caranavi","UNIDAD EDUCATIVA VENEZUELA",236293,22,1,87,109,24,3,59,83
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA CENTRAL ATEN",232780,44,8,245,289,139,17,81,220
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA CENTRAL INCA",232781,49,6,240,289,75,11,148,223
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA CORREO",232789,21,2,164,185,12,1,149,161
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA MACHUA",232782,25,7,162,187,56,13,86,142
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA MOJOS",232783,2,2,25,27,5,1,17,22
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA MUNAYPATA",232790,50,5,222,272,78,4,135,213
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA NAZARIO PARDO VALLE",232784,1132,137,4104,5236,2147,188,1632,3779
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA NAZARIO PARDO VALLE",232785,1132,137,4104,5236,2147,188,1632,3779
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA PATA SAN ANTONIO",232786,0,2,102,102,34,19,47,81
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA PUCHAHUI",232787,75,6,378,453,168,16,188,356
"Bolivia","La Paz","Franz Tamayo","Apolo","ESCUELA SANTA CATALINA",232788,99,15,363,462,130,23,195,325
"Bolivia","La Paz","Franz Tamayo","Apolo","UNIDADA EDUCATIVA TOREWA",232791,45,0,21,66,8,1,12,20
"Bolivia","La Paz","Franz Tamayo","Apolo","UNIDAD EDUCATIVA INDIGENA TOREWA",232792,15,0,18,33,3,1,14,17
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA AGUA BLANCA",234620,16,3,163,179,64,5,91,155
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA CANTON SUCHES",234616,38,3,173,211,78,7,85,163
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA COLEGIO FRANZ TAMAYO",234617,54,11,433,487,172,26,224,396
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA DE PUYO PUYO",234621,13,2,171,184,106,3,60,166
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA NAZARIO PARDO VALLE",234618,100,13,606,706,249,34,310,559
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA PUINA",234619,14,0,90,104,22,4,64,86
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA SAN MIGUEL DE THAPI",234622,19,0,103,122,63,4,36,99
"Bolivia","La Paz","Franz Tamayo","Pelechuco","ESCUELA SORAPATA",234623,19,2,110,129,53,9,46,99
"Bolivia","La Paz","Franz Tamayo","Pelechuco","IGLESIA COPACABANA DE ANTIQUILLA",234624,36,9,281,317,68,9,195,263
"Bolivia","La Paz","Franz Tamayo","Pelechuco","NUCLEO EDUCATIVO HICHOCOLLO",234625,12,2,220,232,70,14,134,204
"Bolivia","La Paz","Franz Tamayo","Pelechuco","SEDE DEL SINDICATO",234626,73,2,278,351,81,27,168,249
"Bolivia","La Paz","General Jose Manuel","Catacora","ESCUELA THOLA COLLO",234634,14,0,78,92,16,2,60,76
"Bolivia","La Paz","General Jose Manuel","Catacora","NUCLEO ESCOLAR CATACORA",234635,40,0,187,227,37,6,144,181
"Bolivia","La Paz","General Jose Manuel","Catacora","NUCLEO ESCOLAR PAIRUMANI GRANDE",234636,9,1,85,94,19,3,62,81
"Bolivia","La Paz","General Jose Manuel","Catacora","PLAZA 6 DE AGOSTO",234637,7,1,84,91,6,0,77,83
"Bolivia","La Paz","General Jose Manuel","Santiago De Machaca","COLEGIO BAUTISTA SAAVEDRA",232032,42,0,100,142,10,1,89,99
"Bolivia","La Paz","General Jose Manuel","Santiago De Machaca","COLEGIO PEDRO KRAMER",232033,14,0,49,63,13,1,35,48
"Bolivia","La Paz","General Jose Manuel","Santiago De Machaca","ESCUELA ATACUNI",232034,5,0,54,59,2,0,52,54
"Bolivia","La Paz","General Jose Manuel","Santiago De Machaca","ESCUELA CENTRAL HUARI PHUJO",232035,6,0,82,88,7,1,74,81
"Bolivia","La Paz","General Jose Manuel","Santiago De Machaca","ESCUELA SANTIAGO DE MACHACA",232036,244,25,1208,1452,220,32,931,1151
"Bolivia","La Paz","General Jose Manuel","Santiago De Machaca","PLAZA VILLA EXALTACION",232037,4,0,125,129,18,0,107,125
"Bolivia","La Paz","Gualberto Villarroel","Chacarilla","ESCUELA PUERTO AROMA",232029,8,3,204,212,42,6,153,195
"Bolivia","La Paz","Gualberto Villarroel","Chacarilla","PLAZA CHACARILLA",232030,53,1,279,332,47,10,221,268
"Bolivia","La Paz","Gualberto Villarroel","Chacarilla","PLAZA ROSAPATA",232031,25,2,262,287,43,8,209,252
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","CASA DE GOBIERNO",232017,94,16,772,866,170,18,568,738
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","CASA DE GOBIERNO",232018,94,16,772,866,170,18,568,738
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","ESCUELA CIRCA CRUZANI",232020,2,0,65,67,7,1,57,64
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","ESCUELA COLQUE AMAYA ALTA",232021,14,4,266,280,51,8,203,254
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","ESCUELA TITUZA",232019,9,2,88,97,17,3,66,83
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","PLAZA MOLLEBAMBA",232022,55,7,622,677,123,15,477,600
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","PLAZA PRINCIPAL UNO PATA",232023,54,4,417,471,88,16,309,397
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","PLAZA RIVERA ALTA",232024,15,2,271,286,98,8,163,261
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","SEDE SINDICAL",232025,3,0,72,75,10,0,62,72
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","SEDE SOCIAL CAYLLA CHURO",232026,4,0,50,54,8,0,42,50
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","UNIDAD EDUCATIVA PACOLLO",232027,3,0,129,132,9,2,118,127
"Bolivia","La Paz","Gualberto Villarroel","Papel Pampa","UNIDAD EDUCATIVA SAN JOSE",232028,25,4,183,208,53,2,124,177
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","CASA COMUNAL",232006,3,3,87,90,23,1,60,83
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","CASA DE GOBIERNO",232007,75,4,516,591,52,16,444,496
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","COLEGIO HERNANDO SILES",232008,79,6,530,609,52,21,451,503
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","COLEGIO LUIS ESPINAL",232009,46,1,377,423,30,2,344,374
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","COLEGIO WISCO KARI",232010,6,0,425,431,121,9,295,416
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","ESCUELA CHILAGUALA",232011,10,0,89,99,9,2,78,87
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","ESCUELA JUAN CANCIO COLQUE",232012,4,0,38,42,11,2,25,36
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","PLAZA JANKO MARCA",232013,0,0,397,397,0,4,393,393
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","PLAZA PEDRO DOMINGO MURILLO",232014,9,0,368,377,86,3,279,365
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","PLAZA ROSARIO",232015,4,0,313,317,5,20,288,293
"Bolivia","La Paz","Gualberto Villarroel","San Pedro De Curahuara","SEDE SINDICAL",232016,0,2,88,88,5,3,78,83
"Bolivia","La Paz","Ingaví","Desaguadero","COLEGIO BATALLON COLORADOS",232776,310,26,2535,2845,1635,66,808,2443
"Bolivia","La Paz","Ingaví","Desaguadero","ESCUELA AZAFRANAL",232777,27,3,289,316,90,6,190,280
"Bolivia","La Paz","Ingaví","Desaguadero","ESCUELA MCAL. ANDRES DE SANTA CRUZ",232778,57,12,463,520,112,29,310,422
"Bolivia","La Paz","Ingaví","Desaguadero","UNIDAD EDUCATIVA SIMÓN BOLÍVAR",232779,19,5,143,162,54,11,73,127
"Bolivia","La Paz","Ingaví","Guaqui","COLEGIO DANIEL SANCHEZ BUSTAMANTE",232772,162,19,780,942,234,43,484,718
"Bolivia","La Paz","Ingaví","Guaqui","COLEGIO TOMAS KATARI",232773,165,47,1601,1766,335,59,1160,1495
"Bolivia","La Paz","Ingaví","Guaqui","ESCUELA ISMAEL MONTES",232774,223,17,873,1096,281,41,534,815
"Bolivia","La Paz","Ingaví","Guaqui","UNIDAD EDUCATIVA WILACOLLO",232775,17,4,168,185,38,9,117,155
"Bolivia","La Paz","Ingaví","Jesús De Machaka","COLEGIO CHAMA",236341,17,6,292,309,78,10,198,276
"Bolivia","La Paz","Ingaví","Jesús De Machaka","COLEGIO HOLANDA",236342,38,7,415,453,110,18,280,390
"Bolivia","La Paz","Ingaví","Jesús De Machaka","COLEGIO MEJILLONES",236343,16,6,304,320,81,7,210,291
"Bolivia","La Paz","Ingaví","Jesús De Machaka","COLEGIO REP. DE NORUEGA",236344,31,15,376,407,98,8,255,353
"Bolivia","La Paz","Ingaví","Jesús De Machaka","ESCUELA FRANZ TAMAYO",236345,0,2,107,107,22,3,80,102
"Bolivia","La Paz","Ingaví","Jesús De Machaka","ESCUELA GERMAN BUSCH",236349,22,4,334,356,62,9,259,321
"Bolivia","La Paz","Ingaví","Jesús De Machaka","ESCUELA NUCLEO CUIPA ESPANA DE MACHACA",236346,4,6,273,277,27,9,231,258
"Bolivia","La Paz","Ingaví","Jesús De Machaka","ESCUELA SAN FELIPE DE CORPA",236347,73,4,955,1028,135,36,780,915
"Bolivia","La Paz","Ingaví","Jesús De Machaka","ESCUELA SECC. KHONKHO",236348,21,2,140,161,30,4,104,134
"Bolivia","La Paz","Ingaví","Jesús De Machaka","PLAZA DEL PUEBLO",236350,29,4,331,360,61,6,260,321
"Bolivia","La Paz","Ingaví","Jesús De Machaka","PLAZA PRINCIPAL",236351,77,18,635,712,164,15,438,602
"Bolivia","La Paz","Ingaví","Jesús De Machaka","PLAZA VILLA ASUNCION DE MACHACA",236352,27,2,378,405,95,6,275,370
"Bolivia","La Paz","Ingaví","Jesús De Machaka","POSTA SANITARIA",236353,33,10,168,201,35,5,118,153
"Bolivia","La Paz","Ingaví","Jesús De Machaka","SEDE SOCIAL",236355,33,7,428,461,93,24,304,397
"Bolivia","La Paz","Ingaví","Jesús De Machaka","SEDE SOCIAL",236354,33,7,428,461,93,24,304,397
"Bolivia","La Paz","Ingaví","San Andres De Machaca","COLEGIO BOLIVIANO JAPONES",236330,46,3,171,217,17,3,148,165
"Bolivia","La Paz","Ingaví","San Andres De Machaca","COLEGIO TUPAK KATARI DE CONCHACOLLO",236331,10,1,257,267,59,5,192,251
"Bolivia","La Paz","Ingaví","San Andres De Machaca","COLEGIO VILLA PUSUMA ALTO MACHACA",236332,23,3,153,176,17,2,131,148
"Bolivia","La Paz","Ingaví","San Andres De Machaca","ESCUELA DE SAN ANDRES DE MACHACA",236336,100,9,355,455,69,17,260,329
"Bolivia","La Paz","Ingaví","San Andres De Machaca","ESCUELA FRANZ TAMAYO",236333,23,1,96,119,7,1,87,94
"Bolivia","La Paz","Ingaví","San Andres De Machaca","ESCUELA LITORAL CHUNCARCOTA",236334,9,3,127,136,23,6,95,118
"Bolivia","La Paz","Ingaví","San Andres De Machaca","ESCUELA NUCLEO LAQUINAMAYA",236335,43,3,238,281,47,3,185,232
"Bolivia","La Paz","Ingaví","San Andres De Machaca","PLAZA PRINCIPAL",236337,21,8,169,190,51,4,106,157
"Bolivia","La Paz","Ingaví","San Andres De Machaca","SEDE SOCIAL (COMUNIDAD MAURI)",236338,10,1,110,120,16,0,93,109
"Bolivia","La Paz","Ingaví","San Andres De Machaca","UNIDAD EDUCATIVA ANTAQUIRANI",236339,4,1,79,83,20,1,57,77
"Bolivia","La Paz","Ingaví","San Andres De Machaca","UNIDAD EDUCATIVA ROSA PATA ERBEN KALLA",236340,9,1,143,152,27,7,108,135
"Bolivia","La Paz","Ingaví","Taraco","COLEGIO NUCLEO FRAY JOSE ZAMPA",233161,24,6,212,236,37,4,165,202
"Bolivia","La Paz","Ingaví","Taraco","COLEGIO OVANDO CANDIA",233162,40,16,562,602,90,30,426,516
"Bolivia","La Paz","Ingaví","Taraco","ESCUELA TARACO",233163,158,24,1348,1506,269,60,995,1264
"Bolivia","La Paz","Ingaví","Taraco","SEDE SOCIAL",233164,6,6,229,235,47,9,167,214
"Bolivia","La Paz","Ingaví","Tiahuanacu","COLEGIO JOSE BALLIVIAN",233158,90,17,1170,1260,212,55,886,1098
"Bolivia","La Paz","Ingaví","Tiahuanacu","COLEGIO NACIONAL ARTURO POSNANSKI",233159,311,56,3225,3536,900,175,2094,2994
"Bolivia","La Paz","Ingaví","Tiahuanacu","ESCUELA CENTRAL PILLAPI",233160,57,13,957,1014,225,31,688,913
"Bolivia","La Paz","Ingaví","Viacha","CASA DE GOBIERNO",234592,19,5,177,196,41,12,119,160
"Bolivia","La Paz","Ingaví","Viacha","COLEGIO BALLIVIAN",234593,1101,111,8727,9828,3309,320,4987,8296
"Bolivia","La Paz","Ingaví","Viacha","COLEGIO HACIA EL MAR",234595,55,16,601,656,101,37,447,548
"Bolivia","La Paz","Ingaví","Viacha","COLEGIO JHONN F. KENNEDI",234594,53,16,692,745,183,30,463,646
"Bolivia","La Paz","Ingaví","Viacha","COLEGIO NAL. MIXTO CALAMA",234596,32,14,398,430,93,17,274,367
"Bolivia","La Paz","Ingaví","Viacha","ESCUELA 18 DE NOVIEMBRE",234597,463,43,3785,4248,1450,129,2163,3613
"Bolivia","La Paz","Ingaví","Viacha","ESCUELA ACHICA ARRIBA",234598,48,6,767,815,179,47,535,714
"Bolivia","La Paz","Ingaví","Viacha","ESCUELA CENTRO TILATA",234599,888,115,10123,11011,2890,388,6730,9620
"Bolivia","La Paz","Ingaví","Viacha","ESCUELA EVARISTO VALLE",234600,563,69,5014,5577,1890,189,2866,4756
"Bolivia","La Paz","Ingaví","Viacha","ESCUELA SAN LUIS",234601,379,32,3724,4103,1550,114,2028,3578
"Bolivia","La Paz","Ingaví","Viacha","ESCUELA VILIROCO",234602,246,33,3367,3613,817,195,2322,3139
"Bolivia","La Paz","Ingaví","Viacha","PLAZA JOSE BALLIVIAN",234603,20,5,309,329,87,11,206,293
"Bolivia","La Paz","Ingaví","Viacha","PLAZA PRINCIPAL",234604,51,2,256,307,57,7,190,247
"Bolivia","La Paz","Ingaví","Viacha","SAN PEDRO DE CHONCHOCORO",234605,18,0,111,129,62,1,48,110
"Bolivia","La Paz","Ingaví","Viacha","SEDE SOCIAL",234606,4,4,160,164,37,6,113,150
"Bolivia","La Paz","Ingaví","Viacha","UNIDAD EDUCATIVA BATALLA DE INGAVI",234607,15,3,58,73,20,1,34,54
"Bolivia","La Paz","Ingaví","Viacha","UNIDAD EDUCATIVA LITORAL",234608,31,5,262,293,54,7,196,250
"Bolivia","La Paz","Ingaví","Viacha","UNIDAD EDUCATIVA TONCOPUJIO",234609,6,4,160,166,18,4,134,152
"Bolivia","La Paz","Inquisivi","Cajuata","CASA DE GOBIERNO",233991,128,24,1066,1194,132,26,884,1016
"Bolivia","La Paz","Inquisivi","Cajuata","CASA DE GOBIERNO",233992,128,24,1066,1194,132,26,884,1016
"Bolivia","La Paz","Inquisivi","Cajuata","ESCUELA",233993,62,11,374,436,60,10,293,353
"Bolivia","La Paz","Inquisivi","Cajuata","ESCUELA HUARITOLO",233994,51,15,364,415,59,14,276,335
"Bolivia","La Paz","Inquisivi","Cajuata","UNIDAD EDUCATIVA CIRCUATA",233995,97,18,808,905,155,35,600,755
"Bolivia","La Paz","Inquisivi","Cajuata","UNIDAD EDUCATIVA MIGUILLAS",233996,55,5,357,412,25,1,326,351
"Bolivia","La Paz","Inquisivi","Cajuata","UNIDA EDUCATIVA CAJUATA",233997,262,62,1722,1984,366,64,1230,1596
"Bolivia","La Paz","Inquisivi","Colquiri","CASA DE GOBIERNO",233919,98,51,737,835,156,45,485,641
"Bolivia","La Paz","Inquisivi","Colquiri","CASA DE GOBIERNO",233921,98,51,737,835,156,45,485,641
"Bolivia","La Paz","Inquisivi","Colquiri","CASA DE GOBIERNO",233920,98,51,737,835,156,45,485,641
"Bolivia","La Paz","Inquisivi","Colquiri","COLEGIO ALTO DE LA ALIANZA",233922,23,4,259,282,57,41,157,214
"Bolivia","La Paz","Inquisivi","Colquiri","COLEGIO SIMON BOLIVAR",233923,62,12,553,615,114,31,396,510
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA ANICETO ARCE",233925,24,9,205,229,37,7,152,189
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA CAQUENA ENTRE RIOS",233926,21,0,222,243,12,2,208,220
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA CENTRAL UYUNI",233927,39,37,280,319,68,20,155,223
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA JOSE MIGUEL LANZA",233928,80,19,618,698,119,13,467,586
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA PIPINI",233929,25,3,191,216,45,11,132,177
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA SECCIONAL CHUALLA",233930,11,0,157,168,31,4,122,153
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA SECCIONAL CORIRI",233931,15,3,92,107,14,4,71,85
"Bolivia","La Paz","Inquisivi","Colquiri","ESCUELA SIMON BOLIVAR",233924,19,3,161,180,39,9,110,149
"Bolivia","La Paz","Inquisivi","Colquiri","LADISLAO CABRERA",233932,344,57,2869,3213,1250,153,1409,2659
"Bolivia","La Paz","Inquisivi","Colquiri","UNIDAD EDUCATIVA MARISCAL DE ZEPITA",233933,174,29,1489,1663,602,68,790,1392
"Bolivia","La Paz","Inquisivi","Colquiri","UNIDAD EDUCATIVA MARQUIRIVI",233934,16,0,205,221,37,3,165,202
"Bolivia","La Paz","Inquisivi","Ichoca","CASA DE GOBIERNO",233998,4,6,107,111,30,3,68,98
"Bolivia","La Paz","Inquisivi","Ichoca","ESCUELA CENTRAL LURUTA",233999,29,3,156,185,43,3,107,150
"Bolivia","La Paz","Inquisivi","Ichoca","ESCUELA JOSE ANTONIO DE SUCRE",234000,13,6,321,334,38,8,269,307
"Bolivia","La Paz","Inquisivi","Ichoca","ESCUELA PEDRO DOMINGO MURILLO",234001,19,6,209,228,22,6,175,197
"Bolivia","La Paz","Inquisivi","Ichoca","ESCUELA REPUBLICA DE VENEZUELA",234002,25,8,130,155,19,6,97,116
"Bolivia","La Paz","Inquisivi","Ichoca","UNIDAD EDUCATIVA",234003,141,15,569,710,91,19,444,535
"Bolivia","La Paz","Inquisivi","Ichoca","UNIDAD EDUCATIVA GERMAN BUSCH",234004,1,5,173,174,62,4,102,164
"Bolivia","La Paz","Inquisivi","Inquisivi","ESCUELA CENTRAL CAVARI",233970,81,14,373,454,53,21,285,338
"Bolivia","La Paz","Inquisivi","Inquisivi","ESCUELA EDUARDO AVAROA",233971,77,8,374,451,24,12,330,354
"Bolivia","La Paz","Inquisivi","Inquisivi","ESCUELA ELIODORO CAMACHO",233973,149,13,777,926,244,39,481,725
"Bolivia","La Paz","Inquisivi","Inquisivi","ESCUELA PEDRO DOMINGO MURILLO",233972,52,5,334,386,50,16,263,313
"Bolivia","La Paz","Inquisivi","Inquisivi","ESCUELA SIMON BOLIVAR",233974,67,37,245,312,39,15,154,193
"Bolivia","La Paz","Inquisivi","Inquisivi","PLAZA DE LA FERIA DE VILLA VICTORIA",233975,15,0,86,101,10,1,75,85
"Bolivia","La Paz","Inquisivi","Inquisivi","PLAZA PRINCIPAL",233976,126,5,576,702,50,8,513,563
"Bolivia","La Paz","Inquisivi","Inquisivi","PLAZA PRINCIPAL 16 DE JULIO",233977,201,12,654,855,125,12,505,630
"Bolivia","La Paz","Inquisivi","Inquisivi","SEDE SOCIAL",233979,26,2,80,106,28,1,49,77
"Bolivia","La Paz","Inquisivi","Inquisivi","SEDE SOCIAL",233978,26,2,80,106,28,1,49,77
"Bolivia","La Paz","Inquisivi","Inquisivi","UNIDAD EDUCATIVA ESCOLA",233980,79,8,446,525,57,11,370,427
"Bolivia","La Paz","Inquisivi","Inquisivi","UNIDAD EDUCATIVA KANAMARCA",233981,44,3,212,256,25,4,180,205
"Bolivia","La Paz","Inquisivi","Inquisivi","UNIDAD EDUCATIVA MARISCAL SUCRE",233982,13,2,140,153,22,3,113,135
"Bolivia","La Paz","Inquisivi","Inquisivi","UNIDAD EDUCATIVA SIGUAS",233983,31,20,283,314,49,24,190,239
"Bolivia","La Paz","Inquisivi","Inquisivi","UNIDAD EDUCATIVA TUPAK KATARI",233984,83,24,470,553,83,67,296,379
"Bolivia","La Paz","Inquisivi","Licoma Pampa","ESCUELA ELIODORO CAMACHO",233935,149,25,821,970,134,37,625,759
"Bolivia","La Paz","Inquisivi","Licoma Pampa","ESCUELA MIXTA CHARAPAXI",233936,29,1,175,204,16,4,154,170
"Bolivia","La Paz","Inquisivi","Quime","ESCUELA HUAYNACOTA",233987,0,1,26,26,10,0,15,25
"Bolivia","La Paz","Inquisivi","Quime","ESCUELA PONGO B2",233985,18,7,192,210,34,9,142,176
"Bolivia","La Paz","Inquisivi","Quime","ESCUELA SIMON BOLIVAR",233988,119,14,492,611,255,13,210,465
"Bolivia","La Paz","Inquisivi","Quime","ESCUELA TEODOMIRO URQUIOLA",233986,292,70,2265,2557,758,137,1300,2058
"Bolivia","La Paz","Inquisivi","Quime","ESCUELA UNIDAD EDUCATIVA TITIAMAYA",233989,4,0,110,114,21,4,85,106
"Bolivia","La Paz","Inquisivi","Quime","UNIDAD EDUCATIVA CHOQUETANGA",233990,49,16,412,461,116,16,264,380
"Bolivia","La Paz","Larecaja","Combaya","ESCUELA CENTRAL SOREJAYA",234192,22,5,333,355,61,21,246,307
"Bolivia","La Paz","Larecaja","Combaya","ESCUELA NUCLEO TICAMBLAYA",234193,23,18,186,209,46,8,114,160
"Bolivia","La Paz","Larecaja","Combaya","UNIDAD EDUCATIVA EDUARDO AVAROA",234194,52,29,293,345,67,19,178,245
"Bolivia","La Paz","Larecaja","Combaya","UNIDAD EDUCATIVA HUAYCHO",234195,17,6,170,187,7,10,147,154
"Bolivia","La Paz","Larecaja","Guanay","ESCUELA C. CRESPO",232734,409,21,1763,2172,783,46,913,1696
