"pais","departamento","provincia","municipio","recinto","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","Beni","Cercado","San Javier","ESCUELA ESPIRITU SANTO",7,0,34,41,13,0,21,34
"Bolivia","Beni","Cercado","San Javier","ESCUELA LAGUNA COLORADA",15,0,33,48,14,0,19,33
"Bolivia","Beni","Cercado","San Javier","ESCUELA NUEVA ISRAEL",110,7,420,530,195,36,182,377
"Bolivia","Beni","Cercado","San Javier","ESCUELA PEDRO IGNACIO MUIBA",23,1,161,184,74,0,86,160
"Bolivia","Beni","Cercado","San Javier","ESCUELA SAN JAVIER",63,4,287,350,141,2,140,281
"Bolivia","Beni","Cercado","San Javier","ESCUELA SAN PEDRO",79,2,319,398,157,10,150,307
"Bolivia","Beni","Cercado","San Javier","U.E. LA CURVA",41,2,100,141,37,3,58,95
"Bolivia","Beni","Cercado","Trinidad","CARCEL DE MUJERES",9,1,36,45,19,0,16,35
"Bolivia","Beni","Cercado","Trinidad","CARCEL MOCOBI",0,0,178,178,62,50,66,128
"Bolivia","Beni","Cercado","Trinidad","CENTRO INTEGRADO SAN FRANCISCO DE ASIS",85,4,686,771,488,11,183,671
"Bolivia","Beni","Cercado","Trinidad","COL. JOAQUIN HURTADO CHAVEZ",383,17,1922,2305,1225,38,642,1867
"Bolivia","Beni","Cercado","Trinidad","COL. LA SALLE",329,5,1457,1786,1045,38,369,1414
"Bolivia","Beni","Cercado","Trinidad","COL. SAN VICENTE (EX UAB)",631,20,3141,3772,2072,80,969,3041
"Bolivia","Beni","Cercado","Trinidad","ESC.4 DE  FEBRERO",801,36,3606,4407,2139,91,1340,3479
"Bolivia","Beni","Cercado","Trinidad","ESC.CORINA HURTADO DE",458,15,2434,2892,1438,50,931,2369
"Bolivia","Beni","Cercado","Trinidad","ESC.J.AZURDUY DE PADILLA",271,8,1612,1883,1128,36,440,1568
"Bolivia","Beni","Cercado","Trinidad","ESC.J. CHAVEZ SUAREZ",1158,36,5202,6360,3120,112,1934,5054
"Bolivia","Beni","Cercado","Trinidad","ESC.J. LORENZO CAMPERO",226,7,1423,1649,982,23,411,1393
"Bolivia","Beni","Cercado","Trinidad","ESC. LOMA SUAREZ",202,7,444,646,182,19,236,418
"Bolivia","Beni","Cercado","Trinidad","ESC. MANGALITO",371,11,1608,1979,872,32,693,1565
"Bolivia","Beni","Cercado","Trinidad","ESC.MARY RIBERA G.",613,20,3832,4445,2571,95,1146,3717
"Bolivia","Beni","Cercado","Trinidad","ESC.MAYOR PEDRO VACA DIEZ",100,3,236,336,109,1,123,232
"Bolivia","Beni","Cercado","Trinidad","ESC.NICOLAS SUAREZ",444,10,2080,2524,1516,37,517,2033
"Bolivia","Beni","Cercado","Trinidad","ESC. NUESTRA SEÑORA DE FATIMA",758,18,3338,4096,2229,82,1009,3238
"Bolivia","Beni","Cercado","Trinidad","ESC. PEDRO IGNACIO MUIBA",472,25,2346,2818,1413,96,812,2225
"Bolivia","Beni","Cercado","Trinidad","ESC.PUERTO BALLIVIAN",20,2,119,139,55,0,62,117
"Bolivia","Beni","Cercado","Trinidad","ESC. PUERTO VARADOR",128,13,453,581,242,21,177,419
"Bolivia","Beni","Cercado","Trinidad","ESC. RAUL MONJE ROCA",439,7,2240,2679,1414,74,745,2159
"Bolivia","Beni","Cercado","Trinidad","ESC.SAN ANTONIO",573,47,3077,3650,2005,42,983,2988
"Bolivia","Beni","Cercado","Trinidad","ESC.SAN JOSE",209,9,1272,1481,931,21,311,1242
"Bolivia","Beni","Cercado","Trinidad","ESC.SAN JUAN DE AGUAS DULCES",12,0,89,101,67,0,22,89
"Bolivia","Beni","Cercado","Trinidad","ESCUELA 13 DE ABRIL",333,22,2304,2637,1262,129,891,2153
"Bolivia","Beni","Cercado","Trinidad","ESCUELA CASARABE",112,3,415,527,228,9,175,403
"Bolivia","Beni","Cercado","Trinidad","ESCUELA EMILIO CAMPOS PEDRIEL",388,12,1994,2382,1324,39,619,1943
"Bolivia","Beni","Cercado","Trinidad","ESCUELA IVIATO",40,1,172,212,94,0,77,171
"Bolivia","Beni","Cercado","Trinidad","ESCUELA NUEVA TRINIDAD",857,28,3145,4002,1882,72,1163,3045
"Bolivia","Beni","Cercado","Trinidad","ESC. URBANIZ.MANA",100,2,512,612,306,5,199,505
"Bolivia","Beni","Cercado","Trinidad","ESC. VILLA VECINAL",400,26,2609,3009,1791,40,752,2543
"Bolivia","Beni","Cercado","Trinidad","INFOCAL",231,7,1082,1313,736,19,320,1056
"Bolivia","Beni","Cercado","Trinidad","LICEO MARIO SAIELLY",321,6,1655,1976,1150,17,482,1632
"Bolivia","Beni","Cercado","Trinidad","U.A.B. (CARRERA DE DERECHO)",454,46,2151,2605,1438,31,636,2074
"Bolivia","Beni","Cercado","Trinidad","U.E 15 DE AGOSTO",115,11,811,926,454,19,327,781
"Bolivia","Beni","Cercado","Trinidad","U.E GONZALO SUAREZ D.",80,5,337,417,214,4,114,328
"Bolivia","Beni","Cercado","Trinidad","U.E LUIS ESPINAL CAMS",160,16,1065,1225,577,22,450,1027
"Bolivia","Beni","Cercado","Trinidad","U.E. ORLANDO MONASTERIO CLAURE",22,7,259,281,151,4,97,248
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC. ASUNCION DEL QUIQUIBEY",29,2,73,102,36,2,33,69
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC.CENTRAL NUEVOS HORIZONTES",115,9,374,489,122,29,214,336
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC.CENTRAL PIEDRAS BLANCAS",100,16,586,686,79,15,476,555
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC.GUALBERTO VILLARRUEL",861,31,2868,3729,1703,52,1082,2785
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC. PLAYA ANCHA",27,5,164,191,12,9,138,150
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESCUELA VILLA LOURDES",45,5,152,197,71,3,73,144
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","UNIDAD EDUCATIVA LUCIO LENS",953,50,3672,4625,2055,165,1402,3457
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","COL. NACIONAL REYES",370,16,1409,1779,779,27,587,1366
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. BUEN DESTINO",21,4,102,123,17,2,79,96
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. CENTRAL BAQUETY",65,0,48,113,4,1,43,47
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC.CENTRAL PUERTO CAVINAS",85,5,133,218,46,1,81,127
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. CONSTANZA VARGAS",11,0,24,35,13,2,9,22
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC.JESUS ALVAREZ",471,23,1650,2121,912,74,641,1553
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC.PEÑA AMARILLA",61,2,95,156,77,2,14,91
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. RENE BARRIENTOS ORTUÑO",113,1,310,423,174,9,126,300
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. SAN JOSE",12,1,89,101,41,5,42,83
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. SAN MARCOS",3,0,22,25,18,1,3,21
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. SORAIDA",17,0,24,41,14,0,10,24
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA DE CALIFORNIA",16,0,54,70,22,1,31,53
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","U.E. CARMEN ALTO",6,4,88,94,39,1,44,83
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COL. ARNULFO MARTINEZ",1010,35,3361,4371,1946,68,1312,3258
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COL.INDUSTRIAL INGAVI",666,37,2392,3058,828,69,1458,2286
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COL.SAN FRANCISCO DE BORJA",760,29,2731,3491,1804,62,836,2640
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.DE PUERTO YUCUMO",36,3,276,312,16,6,251,267
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.EL CHACAL",62,6,300,362,3,3,288,291
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.EL PALMAR",131,20,688,819,150,19,499,649
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.GERMAN BUSCH",707,19,2407,3114,1615,47,726,2341
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. INDIGENA ARENALES",41,8,455,496,13,12,422,435
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.JUNRRENO",11,1,32,43,15,0,16,31
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. LA CRUZ",78,14,584,662,38,9,523,561
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.LA EMBOCADA",85,1,254,339,96,7,150,246
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.LAS ABRAS",12,4,77,89,6,0,67,73
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. MISION FATIMA",43,7,352,395,23,3,319,342
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.SANTA ELENA DEL CARIPO",19,1,102,121,39,0,62,101
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.S.JUAN DEL REMANZO",8,0,39,47,7,0,32,39
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. TACUARAL DE MATTOS",39,46,471,510,17,8,400,417
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA EL ORIENTE DEL YACUMA",26,1,79,105,34,0,44,78
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E. MANGUITO",39,10,458,497,56,3,389,445
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E MARCA COROICO",10,4,109,119,14,7,84,98
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E. QUIQUIBEY",27,1,174,201,22,1,150,172
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E SAN IGNACIO DEL MANIQUI",101,7,365,466,195,8,155,350
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E VILLA SAN ANTONIO",108,6,463,571,252,13,192,444
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","COLEGIO NACIONAL SANTA ROSA",263,4,654,917,407,23,220,627
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.CENTRAL PALMA FLOR",45,1,71,116,40,9,21,61
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.EL CANDADO",30,2,80,110,25,1,52,77
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC. EL CERRITO",22,1,82,104,53,1,27,80
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.EL TRIUNFO",58,0,223,281,118,1,104,222
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.GERARDO REYES",509,30,2303,2812,1545,43,685,2230
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC. PUERTO TERESA",18,0,67,85,49,1,17,66
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.PUERTO YATA",66,5,119,185,81,1,32,113
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA AUSTRALIA",79,2,155,234,75,3,75,150
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA EL ROSARIO",14,8,130,144,61,4,57,118
"Bolivia","Beni","Iténez","Baures","ESC. ALTA GRACIA",8,0,51,59,32,0,19,51
"Bolivia","Beni","Iténez","Baures","ESC. CAIRO II",7,0,22,29,0,0,22,22
"Bolivia","Beni","Iténez","Baures","ESC.CARMELO LOPEZ",305,11,1213,1518,674,7,521,1195
"Bolivia","Beni","Iténez","Baures","ESC.EL CAIRO",10,1,95,105,42,3,49,91
"Bolivia","Beni","Iténez","Baures","ESC.EL REMANZO",114,4,291,405,126,5,156,282
"Bolivia","Beni","Iténez","Baures","ESC. MONTE CRISTO DEL TIQUIN",100,3,121,221,21,3,94,115
"Bolivia","Beni","Iténez","Baures","ESC. RURAL JASIAQUIRI",12,0,150,162,70,1,79,149
"Bolivia","Beni","Iténez","Baures","ESC.SAN SIMON",54,4,138,192,40,2,92,132
"Bolivia","Beni","Iténez","Baures","ESC.SECCIONAL CAFETAL",98,1,122,220,40,0,81,121
"Bolivia","Beni","Iténez","Huacaraje","ESC.EL CARMEN",129,2,461,590,275,5,179,454
"Bolivia","Beni","Iténez","Huacaraje","ESC.JUAN ALBERTO ORELLANA",313,15,1104,1417,627,17,445,1072
"Bolivia","Beni","Iténez","Huacaraje","NUCLEO ESCOLAR LA EMBROLLA",3,0,58,61,10,6,42,52
"Bolivia","Beni","Iténez","Magdalena","COL.CNEL.CARMELO CUELLAR J.",30,1,219,249,109,2,107,216
"Bolivia","Beni","Iténez","Magdalena","ESC.ANGEL CHAVEZ ARZA",10,1,112,122,30,0,81,111
"Bolivia","Beni","Iténez","Magdalena","ESC.BUENA VISTA",133,7,236,369,109,4,116,225
"Bolivia","Beni","Iténez","Magdalena","ESC.CENTRAL 1O. DE MAYO",2,0,36,38,3,0,33,36
"Bolivia","Beni","Iténez","Magdalena","ESC.GIL COIMBRA",419,19,1839,2258,1018,22,780,1798
"Bolivia","Beni","Iténez","Magdalena","ESC.JOSE BALLIVIAN",184,9,1079,1263,584,30,456,1040
"Bolivia","Beni","Iténez","Magdalena","ESC.LA CAYOBA",9,0,69,78,45,2,22,67
"Bolivia","Beni","Iténez","Magdalena","ESC. SAN BORJA RIO BLANCO",25,4,146,171,77,1,64,141
"Bolivia","Beni","Iténez","Magdalena","ESC.SANTA MARIA",8,0,84,92,55,0,29,84
"Bolivia","Beni","Iténez","Magdalena","U.E. MACEDONIO PAZ PINO",226,8,927,1153,454,23,442,896
"Bolivia","Beni","Mamoré","Puerto Siles","ESC.ALEJANDRIA",3,2,47,50,12,1,32,44
"Bolivia","Beni","Mamoré","Puerto Siles","ESC.ANTOFAGASTA",57,1,159,216,43,3,112,155
"Bolivia","Beni","Mamoré","Puerto Siles","ESC.SANTA ROSA",48,3,121,169,90,0,28,118
"Bolivia","Beni","Mamoré","San Joaquín","ESC.CAP.ARTURO CUELLAR REA",431,9,1044,1475,506,80,449,955
"Bolivia","Beni","Mamoré","San Joaquín","ESC.CHACO LEJOS",3,1,29,32,9,0,19,28
"Bolivia","Beni","Mamoré","San Joaquín","ESC.LAS PEÑITAS",0,0,5,5,0,1,4,4
"Bolivia","Beni","Mamoré","San Joaquín","ESC. MORE-MONTE AZUL",12,0,50,62,0,0,50,50
"Bolivia","Beni","Mamoré","San Joaquín","ESC. PUERTO USTAREZ",10,1,44,54,14,1,28,42
"Bolivia","Beni","Mamoré","San Joaquín","UNIDAD EDUCATIVA 21 DE AGOSTO",381,11,1044,1425,583,20,430,1013
"Bolivia","Beni","Mamoré","San Ramón","ESC. EL CARMEN DE GUACAYANE",5,0,38,43,0,0,38,38
"Bolivia","Beni","Mamoré","San Ramón","ESC.EL POYORI",2,1,38,40,6,0,31,37
"Bolivia","Beni","Mamoré","San Ramón","ESC.NAPOLEON AÑEZ ORTIZ",463,16,1835,2298,999,24,796,1795
"Bolivia","Beni","Mamoré","San Ramón","U.E. LAS PEÑAS",7,0,4,11,2,0,2,4
"Bolivia","Beni","Marbán","Loreto","ESC.CAMIACO",57,0,246,303,155,7,84,239
"Bolivia","Beni","Marbán","Loreto","ESC.GUNDONOVIA",62,4,135,197,79,1,51,130
"Bolivia","Beni","Marbán","Loreto","ESC.PERFECTA VDA. DE BEJARANO",155,3,335,490,130,10,192,322
"Bolivia","Beni","Marbán","Loreto","ESC.SACHOJERE",60,1,183,243,79,2,101,180
"Bolivia","Beni","Marbán","Loreto","ESC.SAN ANTONIO",23,0,55,78,26,1,28,54
"Bolivia","Beni","Marbán","Loreto","ESC.SAN PABLO-ISIBORO",33,1,138,171,31,5,101,132
"Bolivia","Beni","Marbán","Loreto","ESCUELA SANTA ROSA DEL CHAPARE",22,0,27,49,21,0,6,27
"Bolivia","Beni","Marbán","Loreto","SANTA ROSA DEL ISIBORO",23,2,71,94,16,0,53,69
"Bolivia","Beni","Marbán","Loreto","U.E. PALERMO",3,0,21,24,8,0,13,21
"Bolivia","Beni","Marbán","Loreto","U.E. VILLA EL CARMEN DEL REMANZO",18,0,63,81,21,1,41,62
"Bolivia","Beni","Marbán","San Andrés","ESC.BUEN JESUS",45,5,248,293,153,4,86,239
"Bolivia","Beni","Marbán","San Andrés","ESC.CAIMANES",32,7,163,195,87,2,67,154
"Bolivia","Beni","Marbán","San Andrés","ESC.CENTRAL 2 DE AGOSTO",419,28,1546,1965,595,33,890,1485
"Bolivia","Beni","Marbán","San Andrés","ESC.HUMBERTO VELARDE",61,2,225,286,110,5,108,218
"Bolivia","Beni","Marbán","San Andrés","ESC.LA ISIGA-PERSEVERA",38,1,38,76,22,0,15,37
"Bolivia","Beni","Marbán","San Andrés","ESC. MONTE CRISTO",29,1,46,75,21,0,24,45
"Bolivia","Beni","Marbán","San Andrés","ESC.PEROTO",41,3,145,186,82,1,59,141
"Bolivia","Beni","Marbán","San Andrés","ESC.SAN LORENZO",32,2,73,105,34,1,36,70
"Bolivia","Beni","Marbán","San Andrés","ESC.SANTA ROSA",97,8,407,504,181,6,212,393
"Bolivia","Beni","Marbán","San Andrés","ESC.SOMOPAE",41,1,194,235,99,2,92,191
"Bolivia","Beni","Marbán","San Andrés","ESCUELA 4 DE JULIO",59,6,243,302,35,7,195,230
"Bolivia","Beni","Marbán","San Andrés","ESCUELA DE NUEVA BETANIA",55,3,219,274,90,3,123,213
"Bolivia","Beni","Marbán","San Andrés","ESCUELA ELVIRA",43,2,181,224,102,2,75,177
"Bolivia","Beni","Marbán","San Andrés","ESCUELA LIMONCITO",0,0,30,30,15,1,14,29
"Bolivia","Beni","Marbán","San Andrés","ESCUELA NUEVA MAGDALENA",51,0,117,168,31,0,86,117
"Bolivia","Beni","Marbán","San Andrés","ESCUELA TAJIBOTE",5,0,9,14,3,0,6,9
"Bolivia","Beni","Marbán","San Andrés","ESC. VILLA ALBA",30,0,135,165,65,2,68,133
"Bolivia","Beni","Marbán","San Andrés","ESC.VILLA BANZER",17,0,64,81,25,0,39,64
"Bolivia","Beni","Moxos","San Ignacio","COL.SOCRATES PARADA EGUEZ",661,55,2892,3553,1138,64,1635,2773
"Bolivia","Beni","Moxos","San Ignacio","ESC.CENTRAL SAN IGNACITO",8,0,21,29,6,0,15,21
"Bolivia","Beni","Moxos","San Ignacio","ESC.CENTRAL SANTA ROSA",5,2,91,96,10,0,79,89
"Bolivia","Beni","Moxos","San Ignacio","ESC. EL DESENGAÑO",45,2,121,166,59,2,58,117
"Bolivia","Beni","Moxos","San Ignacio","ESC.FATIMA",20,0,78,98,44,0,34,78
"Bolivia","Beni","Moxos","San Ignacio","ESC.LA ARGENTINA",9,0,68,77,24,1,43,67
"Bolivia","Beni","Moxos","San Ignacio","ESC.LITORAL",10,3,107,117,10,0,94,104
"Bolivia","Beni","Moxos","San Ignacio","ESC.MERCEDES DE LOJOJOTA",22,4,74,96,8,4,58,66
"Bolivia","Beni","Moxos","San Ignacio","ESC.MONTE GRANDE",23,1,90,113,16,8,65,81
"Bolivia","Beni","Moxos","San Ignacio","ESC.MONTE MAE",36,0,49,85,28,0,21,49
"Bolivia","Beni","Moxos","San Ignacio","ESC. OROMOMO",46,28,279,325,37,6,208,245
"Bolivia","Beni","Moxos","San Ignacio","ESC.OVIDIO ROCA C.",123,1,430,553,225,7,197,422
"Bolivia","Beni","Moxos","San Ignacio","ESC.PTO.SAN LORENZO",29,6,98,127,41,5,46,87
"Bolivia","Beni","Moxos","San Ignacio","ESC. PUERTO SAN BORJA",28,0,83,111,12,2,69,81
"Bolivia","Beni","Moxos","San Ignacio","ESC.RETIRO",15,1,106,121,2,2,101,103
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN ANTONIO DE IMOSE",45,2,94,139,48,9,35,83
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN FRANCISCO",63,8,231,294,68,7,148,216
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN JOSE DEL CABITU",60,1,163,223,35,6,121,156
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN JOSE DE PATROCINIO",16,0,22,38,20,0,2,22
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN MIGUELITO ISIBORO",15,1,68,83,6,4,57,63
"Bolivia","Beni","Moxos","San Ignacio","ESC.SUB-CENTRAL PUEBLO NUEVO",13,0,32,45,5,0,27,32
"Bolivia","Beni","Moxos","San Ignacio","ESC.TRINIDACITO",19,0,31,50,27,0,4,31
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA DE BERMEO",28,1,82,110,30,0,51,81
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SANTÍSIMA TRINIDAD",21,3,160,181,42,2,113,155
"Bolivia","Beni","Moxos","San Ignacio","L.GILFREDO CORTEZ CANDIA",671,44,2561,3232,964,47,1506,2470
"Bolivia","Beni","Moxos","San Ignacio","U.E. SAN BERNARDO",43,2,92,135,73,3,14,87
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","(CÁRCEL) PENAL GUAYARAMERIN",11,0,22,33,11,1,10,21
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","CENTRO EDUCATIVO SIMON BOLIVAR",75,4,283,358,175,3,101,276
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL. 6 DE JUNIO",365,9,1476,1841,976,27,464,1440
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL. ALTO DE LA ALIANZA",485,15,1787,2272,1098,40,634,1732
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COLEGIO ANTONIO VACA DIEZ",92,3,342,434,224,2,113,337
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COLEGIO MANUEL VICENTE BALLIVIAN",182,1,302,484,218,5,78,296
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL. EVANGELICO NACIONAL",541,9,1442,1983,905,25,503,1408
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL.MANUEL ANTONIO OJOPI",732,14,2585,3317,1703,32,836,2539
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","DR.ELMER BOTSFORD",225,6,701,926,471,17,207,678
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC.ANTOFAGASTA",15,0,51,66,28,0,23,51
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC.CENTRAL SAN LORENZO",22,0,85,107,34,1,50,84
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC.JUDDI DE SUAREZ",80,5,257,337,179,3,70,249
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC. MEJILLONES",908,42,3354,4262,2205,58,1049,3254
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC.ROSARIO DEL YATA",72,3,200,272,84,6,107,191
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC. SAN FRANCISCO DEL YATA",15,1,46,61,29,0,16,45
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC. SAN JOSE",402,12,1405,1807,904,25,464,1368
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESCUELA BRASIL",153,1,472,625,316,8,147,463
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESCUELA LOS ALMENDROS",425,10,1488,1913,890,44,544,1434
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","LIC.MIXTO GUAYAMERIN",541,8,1386,1927,891,24,463,1354
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","U.E. 9 DE ABRIL",25,2,266,291,154,5,105,259
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","U.E. BELEN",96,1,433,529,258,10,164,422
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","U.E MIGUEL ANTELO",49,0,186,235,111,8,67,178
"Bolivia","Beni","Vaca Diéz","Riberalta","(CÁRCEL) PENAL RIBERALTA",29,1,17,46,9,1,6,15
"Bolivia","Beni","Vaca Diéz","Riberalta","COL. 6 DE JUNIO",534,11,1371,1905,1014,18,328,1342
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO EDUARDO ABAROA",637,23,2435,3072,1638,47,727,2365
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO ISMAEL CARRASCO TELLERIA",122,8,387,509,215,12,152,367
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO SAN FRANCISCO",81,3,359,440,244,7,105,349
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO SAN JUAN",542,57,1894,2436,967,57,813,1780
"Bolivia","Beni","Vaca Diéz","Riberalta","COLEGIO WALTER ALPIRE DURAN",157,6,638,795,429,8,195,624
"Bolivia","Beni","Vaca Diéz","Riberalta","COL. PEDRO KRAMER",391,8,1297,1688,929,37,323,1252
"Bolivia","Beni","Vaca Diéz","Riberalta","COL. SAN JOSE OBRERO",484,12,1271,1755,894,21,344,1238
"Bolivia","Beni","Vaca Diéz","Riberalta","COMITE CIVICO TUMICHUCUA",73,11,254,327,145,20,78,223
"Bolivia","Beni","Vaca Diéz","Riberalta","ESC.BRITANICA",915,39,2819,3734,1780,89,911,2691
"Bolivia","Beni","Vaca Diéz","Riberalta","ESC.FELIX SATTORY ROMAN",858,22,3384,4242,2517,66,779,3296
"Bolivia","Beni","Vaca Diéz","Riberalta","ESC. JUANA AZURDUY DE PADILLA",257,4,847,1104,649,23,171,820
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA 12 DE OCTUBRE",65,6,206,271,93,2,105,198
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA 1RO DE DICIEMBRE",454,12,1301,1755,933,18,338,1271
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA ALTO IVON",21,4,244,265,4,3,233,237
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA BOLIVAR",93,5,268,361,124,6,133,257
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA LOS TAJIBOS",1118,41,3198,4316,1929,76,1152,3081
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA MARIPOSA",20,1,87,107,51,5,30,81
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA NAZARETH",22,2,92,114,60,3,27,87
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA PETROLERA",1526,58,4261,5787,2792,100,1311,4103
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA SANTA MARIA",68,9,280,348,112,6,153,265
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA SANTUARIO",6,2,53,59,23,6,22,45
"Bolivia","Beni","Vaca Diéz","Riberalta","ESCUELA WARNES",166,10,185,351,105,4,66,171
"Bolivia","Beni","Vaca Diéz","Riberalta","KINDER JHON F. KENNEDY",298,18,1487,1785,1094,20,355,1449
"Bolivia","Beni","Vaca Diéz","Riberalta","POLITECNICO BENJAMIN BOWLES",866,24,2961,3827,1945,58,934,2879
"Bolivia","Beni","Vaca Diéz","Riberalta","U.E. BELLA FLOR",4,0,71,75,31,2,38,69
