"pais","departamento","provincia","municipio","recinto","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SOR MARIA CRISTINA PEREZ",1026,27,7718,8744,6347,174,1170,7517
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.TECNOLOGICO SANTA CRUZ",192,8,1437,1629,1227,17,185,1412
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. TRISTAN ROCA",376,11,2502,2878,1972,52,467,2439
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E.23 DE DICIEMBRE(J.  CARLOS TRUJI",847,40,4357,5204,3046,95,1176,4222
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E. 26 DE SEPTIEMBRE",994,45,5166,6160,2338,118,2665,5003
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E. ALFREDO BARBERY CHAVEZ",1039,47,6218,7257,3563,368,2240,5803
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U. E. CARLOS LA TORRE",515,47,3281,3796,2362,146,726,3088
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.  E. EL DORADO NORTE",1662,45,8177,9839,4100,353,3679,7779
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U. E. EL RETOÑO",1068,34,5500,6568,3218,183,2065,5283
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U. E. ESCUELA ÑUFLO DE CHAVEZ",284,6,2043,2327,1766,43,228,1994
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. U.E. LA RESURECCION -ESC.CONVIF",189,4,1609,1798,1478,10,117,1595
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E. NUEVO HORIZONTE",541,15,3152,3693,1403,265,1469,2872
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.UNIDAD EDUCATIVA ESPAÑA",401,41,3081,3482,1827,141,1072,2899
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. UNIDAD EDUCATIVA LA COLINA",705,25,4472,5177,2993,165,1289,4282
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.UNIDAD EDUCATIVA LORENZO CABALLERO",241,8,1776,2017,1354,74,340,1694
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.UNIDAD EDUCATIVA SAN JORGE",853,25,5194,6047,1655,299,3215,4870
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. UV. LA MADRE",739,24,5166,5905,3851,183,1108,4959
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.VENANCIO AQUINO VILLEGAS",176,1,1415,1591,1231,21,162,1393
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VICTOR PAZ ESTENSORO",729,26,4631,5360,2955,167,1483,4438
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA ALEGRE",345,11,2083,2428,659,99,1314,1973
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA BOLIVIA",746,17,3594,4340,2670,144,763,3433
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA FATIMA",719,27,4231,4950,2904,118,1182,4086
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA ROSARIO",787,24,3893,4680,2047,122,1700,3747
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VIRGEN DE COTOCA",463,14,3401,3864,2656,37,694,3350
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.WENSESLAO MONTERO",370,12,2532,2902,2121,53,346,2467
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. APONTE TINEO(ESC.GREGORIO MORENO)",245,3,1632,1877,1412,54,163,1575
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.BERNARDO CADARIO(COL.KURT RICHTER)",537,11,2828,3365,2099,70,648,2747
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. CLARACUTA",342,10,2088,2430,1626,49,403,2029
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. GABRIEL JOSE MORENO",170,32,1584,1754,1141,42,369,1510
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. GERMAN BUSCH",401,6,2476,2877,1995,55,420,2415
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.HUGO BANZER SUAREZ",164,10,1245,1409,597,29,609,1206
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. JOSE MARIANO SERRANO",212,3,1279,1491,1103,12,161,1264
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. LA PEÑA",138,12,741,879,95,28,606,701
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC LOS SAUCES I",408,10,2328,2736,1633,63,622,2255
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.MAMERTO CUELLAR COSTA",246,9,1758,2004,1254,46,449,1703
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. NORMAL ENRIQUET  FINOT",709,2,3948,4657,3621,20,305,3926
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. REAL AMERICA(ESC.F.FLORIDA)",237,4,1785,2022,1336,27,418,1754
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. RENE BARRIENTOS",590,10,3093,3683,2349,44,690,3039
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. SECCIONAL VILLA FLOR",92,11,643,735,324,20,288,612
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.SOLIDARIDAD 55",644,32,4023,4667,1800,199,1992,3792
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA 1RO DE MAYO",226,7,1399,1625,1031,62,299,1330
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA 23 DE MARZO",544,17,2990,3534,1885,104,984,2869
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA ADOLFO ROMAN HIJO",180,9,1323,1503,805,61,448,1253
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA CANOTO",162,3,1077,1239,867,14,193,1060
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA KM 9",574,11,3766,4340,2661,110,984,3645
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA NUEVA AURORA",40,0,63,103,48,3,12,60
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA PRIMAVERA",121,7,508,629,337,11,153,490
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SAN CARLOS",467,7,2738,3205,2256,39,436,2692
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SAN JOAQUIN",354,15,2179,2533,1317,129,718,2035
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SECCIONAL GUAPILO",401,16,2227,2628,1374,81,756,2130
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SECCIONAL ZAFRANILLA",43,2,314,357,199,9,104,303
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. USURI APONTE",60,2,218,278,132,7,77,209
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC VILLA NORTE",265,5,1467,1732,1193,13,256,1449
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC..ZENOVIA APONTE",277,11,1687,1964,782,39,855,1637
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","FACULTAD DE CIENCIAS AGRICOLAS UAGRM",22,2,303,325,207,8,86,293
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","FRED NUÑEZ GONZALES",88,9,1011,1099,453,26,523,976
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","GLADYS RIVERO DE JIMENEZ",469,14,3062,3531,2000,229,819,2819
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER CARIÑOSITO",1,0,3,4,2,0,1,3
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER FERROVIARIO",2,0,19,21,12,0,7,19
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER GUARDERIA EL CARMEN",1,1,48,49,39,2,6,45
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER LIBERTAD",0,0,9,9,7,1,1,8
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER LUISA SAUCEDO",103,0,758,861,677,5,76,753
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER NIMIA CENTELLA",0,0,45,45,31,10,4,35
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","LUZ DEL MUNDO C",10,0,142,152,98,0,44,142
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MISIONES DE JESUS",0,1,285,285,130,53,101,231
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO 24 DE SEPTIEMBRE",28,1,110,138,73,4,32,105
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO 3 LAGUNAS",286,14,1915,2201,1082,40,779,1861
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO CENETROP",6,0,53,59,32,1,20,52
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO GERMAN BUSCH",13,2,151,164,126,2,21,147
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO JARDIN LATINO",0,0,65,65,52,3,10,62
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO JOSE MIGUEL DE VELASCO",703,54,4506,5209,3568,115,769,4337
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO MARIA DE MATTIAS",5,0,79,84,57,1,21,78
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO REPUBLICA DE COLOMBIA",18,4,196,214,84,0,108,192
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO RANCHO NUEVO",256,9,1188,1444,735,28,416,1151
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MOTACUSAL",0,1,176,176,14,46,115,129
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","NACIONES UNIDAS",532,11,3355,3887,2418,150,776,3194
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","PEDRO DIEZ",31,0,133,164,83,2,48,131
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","PROGRESO",27,1,147,174,99,4,43,142
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","SAHARA GUARDIA",35,7,616,651,413,32,164,577
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 18 DE JULIO",149,7,1028,1177,520,59,442,962
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E 19 DE MARZO",16,1,294,310,91,1,201,292
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 24 DE MARZO",16,1,153,169,51,6,95,146
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 25 DE OCTUBRE",29,1,294,323,117,38,138,255
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 26 DE JUNIO",37,2,245,282,100,9,134,234
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 26 DE NOVIEMBRE",9,0,91,100,62,1,28,90
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 2 DE ABRIL",17,1,111,128,86,3,21,107
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UE 3 DE MAYO",95,7,635,730,284,19,325,609
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. APONTE DE JORORI",122,15,709,831,249,40,405,654
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ARBOLEDA DE FATIMA",60,7,638,698,386,63,182,568
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ARCA DE NOE",0,39,1073,1073,561,123,350,911
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. BIBOSI",16,1,109,125,53,2,53,106
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. CIELITO LINDO",97,39,1192,1289,746,61,346,1092
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. CLARA SERRANO",10,2,136,146,66,0,68,134
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UE DOMINGO FAUSTINO",203,11,1367,1570,1142,21,193,1335
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. EL ARENAL C",0,3,29,29,10,0,16,26
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. HACIA LA CUMBRE",15,0,67,82,52,0,15,67
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ISUTO",77,1,524,601,385,16,122,507
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. JOSEFINA BALSAMO CORDECRUZ",2,0,25,27,20,2,3,23
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. JOSEFINA BALSAMO LOS PINOS",10,3,107,117,67,0,37,104
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. LOS CUSIS",106,9,849,955,516,58,266,782
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. LUIS ANTONIO AÑEZ CAMPOS",18,0,117,135,49,4,64,113
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MANANTIAL DE VIDA",64,8,804,868,307,17,472,779
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MANOS UNIDAS",6,0,30,36,13,1,16,29
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MARIA DE LAS CANDELARIAS",0,0,3,3,3,0,0,3
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MATEO KULJIS LLIC II",19,2,65,84,35,3,25,60
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MIGUEL APONTE",1,0,3,4,3,0,0,3
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. NESTOR PAZ ZAMORA",35,5,249,284,157,2,85,242
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. PALMAR DEL ORIENTE",0,0,38,38,23,4,11,34
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. PASTORCITO DE FÁTIMA (DON BOSCO)",5,0,32,37,27,0,5,32
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. REP. DEL PARAGUAY",9,0,74,83,38,6,30,68
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SAN CAYETANO",122,9,946,1068,529,14,394,923
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SAN DIEGO DE SAMARIA",39,0,237,276,99,3,135,234
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SAN JUAN BAUTISTA",27,2,323,350,143,9,169,312
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SAN JUAN DEL ESTE",15,1,80,95,36,2,41,77
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SAN MIGUEL APONTE",4,6,133,137,73,2,52,125
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SANTA ANA C",19,0,118,137,66,2,50,116
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SANTA CRUZ DE LA SIERRA",415,6,3367,3782,2847,58,456,3303
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SEÑOR DE LOS MILAGROS",0,0,124,124,69,12,43,112
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SIXTO SUAREZ NAVARRO",23,7,321,344,119,8,187,306
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. SIXTO SUAREZ NAVARRO",23,7,321,344,119,8,187,306
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. THEVENET DE VIANA",17,7,275,292,122,5,141,263
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UE UNION Y PROGRESO",633,27,3331,3964,1659,127,1518,3177
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. VICTORIA",35,1,113,148,55,1,56,111
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. VICTORIA DIEZ",2,0,37,39,21,5,11,32
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. VILLA ALBA",4,1,12,16,7,0,4,11
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. VILLA MODERNA",59,10,444,503,158,7,269,427
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ZARAGOZA",71,5,839,910,460,27,347,807
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UNIDAD EDUCATIVA POMPEYA SANTISIMO REDENTOR",1180,25,6120,7300,3745,175,2175,5920
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UNIDAD EDUCATIVA SAN JORGE NORTE",366,6,2032,2398,1567,47,412,1979
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UNIDAD EDUCATIVA SAN JUAN",101,5,661,762,458,19,179,637
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UNIVERSITARIO SUR",11,2,203,214,138,10,53,191
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","URKUPIÑA",39,51,579,618,278,20,230,508
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","VIRGEN DE GUADALUPE",178,21,1962,2140,1155,89,697,1852
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. BENJAMIN CATACORA",104,6,544,648,294,40,204,498
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. LAS PETAS",94,4,318,412,206,3,105,311
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. SAN FERNANDO",29,0,41,70,32,0,9,41
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. SANTA ISABEL",15,0,96,111,24,1,71,95
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. SANTO CORAZON",65,1,218,283,144,3,70,214
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. SECCIONAL CANDELARIA",92,1,259,351,132,5,121,253
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. U.E. EMILIA RODAT",635,77,2354,2989,1139,27,1111,2250
"Bolivia","Santa Cruz","Ángel Sandoval","San Matías","ESC. U.E.TECNICA VOCACIONAL",559,83,1882,2441,855,36,908,1763
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. 25 DE MAYO (CHIQUITOS)",7,2,97,104,18,4,73,91
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. 3 DE MAYO",240,24,1005,1245,435,32,514,949
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. EL TINTO",41,1,104,145,58,2,43,101
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. EMILIO SUNCER SALINAS",99,4,358,457,159,6,189,348
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. FE ALEGRIA",1615,81,7072,8687,4100,231,2660,6760
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. MUNICIPAL ROSAL CENTRO",80,3,517,597,281,14,219,500
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. POZA VERDE",18,0,93,111,17,3,73,90
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. PUESTO PAZ",0,2,75,75,20,15,38,58
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESC. SECCIONAL CAÑADA LARGA",57,2,278,335,167,2,107,274
"Bolivia","Santa Cruz","Chiquitos","Pailón","ESCUELA TUNAS NUEVO",195,9,605,800,105,8,483,588
"Bolivia","Santa Cruz","Chiquitos","Pailón","U.E. 12 DE OCTUBRE",0,1,39,39,26,0,12,38
"Bolivia","Santa Cruz","Chiquitos","Pailón","U.E. ING. JORGE MAURICIO ROJAS P.",9,3,129,138,85,4,37,122
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. DON BOSCO",506,10,1459,1965,962,17,470,1432
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. GUIDO OSWALDO SUANZO",343,17,1223,1566,824,15,367,1191
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. LOS SOTOS",19,0,90,109,38,1,51,89
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. MARISTA",455,11,1400,1855,909,18,462,1371
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. NAPOLEON MONTERO MONTERO",176,7,616,792,463,5,141,604
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. SAGRADA FAMILIA",484,17,1757,2241,1185,43,512,1697
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. SAN ANTONIO DEL POTRERO",8,1,45,53,13,1,30,43
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC. SECCIONAL AGUAS CALIENTES",55,5,346,401,108,12,221,329
"Bolivia","Santa Cruz","Chiquitos","Roboré","ESC.SECCIONAL CHOCHIS",94,3,453,547,350,8,92,442
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. EDUCACIONAL TAPERAS",113,6,445,558,267,8,164,431
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. GERMAN BUSCH",794,15,2574,3368,1633,53,873,2506
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. LEONOR RIVERA",673,19,2279,2952,1367,33,860,2227
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC.MUNICIPAL",29,1,233,262,140,4,88,228
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. NUEVO HORIZONTE",0,15,75,75,40,0,20,60
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. SAN JUAN",129,6,304,433,169,1,128,297
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. SANTA TERESITA",0,0,13,13,0,0,13,13
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","ESC. UNZAGA DE LA VEGA",603,63,2603,3206,1663,52,825,2488
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","U.E. BUENA VISTA",12,2,166,178,98,3,63,161
"Bolivia","Santa Cruz","Chiquitos","San José de Chiquitos","U.E. RAMADA",2,1,41,43,22,1,17,39
"Bolivia","Santa Cruz","Cordillera","Boyuibe","ESC. CENTRAL RAFAEL PABON",615,20,1770,2385,806,55,889,1695
"Bolivia","Santa Cruz","Cordillera","Boyuibe","ESC. SECC. CHOROQUETAL LA ELE",11,0,13,24,8,0,5,13
"Bolivia","Santa Cruz","Cordillera","Boyuibe","ESC. SECC. POZO DE MONTE",0,1,85,85,25,13,46,71
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. 12 DE ABRIL",296,37,1584,1880,796,61,690,1486
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. COTOCA (CORDILLERA)",10,1,82,92,65,1,15,80
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. EDUARDO ABAROA",20,2,178,198,77,25,74,151
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. PAMPA DEL COSCAL",48,2,226,274,68,10,146,214
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. PTO. CAMACHO",301,26,1630,1931,899,68,637,1536
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. RIO SECO FLORIDA",93,3,413,506,207,28,175,382
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. SANTA ROSA",30,3,145,175,74,1,67,141
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. SECC. EL CURICHI",15,0,105,120,68,6,31,99
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. SECCIONAL EL FILO",0,1,22,22,20,0,1,21
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. SECCIONAL PUEBLO VIEJO",66,8,221,287,116,2,95,211
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. SECC SAN FRANCISCO DE ASIS",75,8,297,372,97,11,181,278
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. SERAFIN RODRIGUEZ",419,19,1402,1821,760,94,529,1289
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. YATIRENDA",11,3,196,207,147,4,42,189
"Bolivia","Santa Cruz","Cordillera","Cabezas","ESC. ZANJA HONDA",219,23,1238,1457,611,41,563,1174
"Bolivia","Santa Cruz","Cordillera","Camiri","AULAS U.A.G.R.M.",635,37,2928,3563,1600,107,1184,2784
"Bolivia","Santa Cruz","Cordillera","Camiri","COL. HUGO ARTEAGA",214,14,968,1182,600,25,329,929
"Bolivia","Santa Cruz","Cordillera","Camiri","ESC. 12 DE JULIO",431,27,2244,2675,1228,122,867,2095
"Bolivia","Santa Cruz","Cordillera","Camiri","ESC. 16 DE MARZO",254,22,1233,1487,640,50,521,1161
"Bolivia","Santa Cruz","Cordillera","Camiri","ESC. 24 DE SEPTIEMBRE",370,17,1891,2261,1173,60,641,1814
