"pais","departamento","provincia","municipio","recinto","latitud","longitud","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","Beni","Cercado","San Javier","ESCUELA ESPIRITU SANTO",-64.80295,-14.63469,7,0,34,41,13,0,21,34
"Bolivia","Beni","Cercado","San Javier","ESCUELA LAGUNA COLORADA",-64.63057,-14.63861,15,0,33,48,14,0,19,33
"Bolivia","Beni","Cercado","San Javier","ESCUELA NUEVA ISRAEL",-64.3355,-14.67209,110,7,420,530,195,36,182,377
"Bolivia","Beni","Cercado","San Javier","ESCUELA PEDRO IGNACIO MUIBA",-64.08376,-14.49183,23,1,161,184,74,0,86,160
"Bolivia","Beni","Cercado","San Javier","ESCUELA SAN JAVIER",-64.88087,-14.59987,63,4,287,350,141,2,140,281
"Bolivia","Beni","Cercado","San Javier","ESCUELA SAN PEDRO",-64.90086,-14.33668,79,2,319,398,157,10,150,307
"Bolivia","Beni","Cercado","San Javier","U.E. LA CURVA",-64.20807,-14.58863,41,2,100,141,37,3,58,95
"Bolivia","Beni","Cercado","Trinidad","CARCEL DE MUJERES",-64.90281,-14.84692,9,1,36,45,19,0,16,35
"Bolivia","Beni","Cercado","Trinidad","CARCEL MOCOBI",-64.90376,-14.77958,0,0,178,178,62,50,66,128
"Bolivia","Beni","Cercado","Trinidad","CENTRO INTEGRADO SAN FRANCISCO DE ASIS",-64.88588,-14.82278,85,4,686,771,488,11,183,671
"Bolivia","Beni","Cercado","Trinidad","COL. JOAQUIN HURTADO CHAVEZ",-64.90425,-14.81511,383,17,1922,2305,1225,38,642,1867
"Bolivia","Beni","Cercado","Trinidad","COL. LA SALLE",-64.89569,-14.82676,329,5,1457,1786,1045,38,369,1414
"Bolivia","Beni","Cercado","Trinidad","COL. SAN VICENTE (EX UAB)",-64.91093,-14.8346,631,20,3141,3772,2072,80,969,3041
"Bolivia","Beni","Cercado","Trinidad","ESC.4 DE  FEBRERO",-64.90131,-14.84447,801,36,3606,4407,2139,91,1340,3479
"Bolivia","Beni","Cercado","Trinidad","ESC.CORINA HURTADO DE",-64.89422,-14.84378,458,15,2434,2892,1438,50,931,2369
"Bolivia","Beni","Cercado","Trinidad","ESC.J.AZURDUY DE PADILLA",-64.8893,-14.82634,271,8,1612,1883,1128,36,440,1568
"Bolivia","Beni","Cercado","Trinidad","ESC.J. CHAVEZ SUAREZ",-64.90463,-14.8414,1158,36,5202,6360,3120,112,1934,5054
"Bolivia","Beni","Cercado","Trinidad","ESC.J. LORENZO CAMPERO",-64.89998,-14.8257,226,7,1423,1649,982,23,411,1393
"Bolivia","Beni","Cercado","Trinidad","ESC. LOMA SUAREZ",-64.96272,-14.76063,202,7,444,646,182,19,236,418
"Bolivia","Beni","Cercado","Trinidad","ESC. MANGALITO",-64.91572,-14.84847,371,11,1608,1979,872,32,693,1565
"Bolivia","Beni","Cercado","Trinidad","ESC.MARY RIBERA G.",-64.88783,-14.81399,613,20,3832,4445,2571,95,1146,3717
"Bolivia","Beni","Cercado","Trinidad","ESC.MAYOR PEDRO VACA DIEZ",-64.96582,-14.86952,100,3,236,336,109,1,123,232
"Bolivia","Beni","Cercado","Trinidad","ESC.NICOLAS SUAREZ",-64.90492,-14.83268,444,10,2080,2524,1516,37,517,2033
"Bolivia","Beni","Cercado","Trinidad","ESC. NUESTRA SEÑORA DE FATIMA",-64.89811,-14.83099,758,18,3338,4096,2229,82,1009,3238
"Bolivia","Beni","Cercado","Trinidad","ESC. PEDRO IGNACIO MUIBA",-64.91414,-14.84481,472,25,2346,2818,1413,96,812,2225
"Bolivia","Beni","Cercado","Trinidad","ESC.PUERTO BALLIVIAN",-64.97205,-14.79312,20,2,119,139,55,0,62,117
"Bolivia","Beni","Cercado","Trinidad","ESC. PUERTO VARADOR",-64.99762,-14.87702,128,13,453,581,242,21,177,419
"Bolivia","Beni","Cercado","Trinidad","ESC. RAUL MONJE ROCA",-64.8938,-14.83707,439,7,2240,2679,1414,74,745,2159
"Bolivia","Beni","Cercado","Trinidad","ESC.SAN ANTONIO",-64.91032,-14.83844,573,47,3077,3650,2005,42,983,2988
"Bolivia","Beni","Cercado","Trinidad","ESC.SAN JOSE",-64.90439,-14.82626,209,9,1272,1481,931,21,311,1242
"Bolivia","Beni","Cercado","Trinidad","ESC.SAN JUAN DE AGUAS DULCES",-64.57809,-14.80817,12,0,89,101,67,0,22,89
"Bolivia","Beni","Cercado","Trinidad","ESCUELA 13 DE ABRIL",-64.8902,-14.83764,333,22,2304,2637,1262,129,891,2153
"Bolivia","Beni","Cercado","Trinidad","ESCUELA CASARABE",-64.47997,-14.87161,112,3,415,527,228,9,175,403
"Bolivia","Beni","Cercado","Trinidad","ESCUELA EMILIO CAMPOS PEDRIEL",-64.8847,-14.81962,388,12,1994,2382,1324,39,619,1943
"Bolivia","Beni","Cercado","Trinidad","ESCUELA IVIATO",-64.44854,-14.83285,40,1,172,212,94,0,77,171
"Bolivia","Beni","Cercado","Trinidad","ESCUELA NUEVA TRINIDAD",-64.8754,-14.82357,857,28,3145,4002,1882,72,1163,3045
"Bolivia","Beni","Cercado","Trinidad","ESC. URBANIZ.MANA",-64.9059,-14.77769,100,2,512,612,306,5,199,505
"Bolivia","Beni","Cercado","Trinidad","ESC. VILLA VECINAL",-64.87392,-14.81023,400,26,2609,3009,1791,40,752,2543
"Bolivia","Beni","Cercado","Trinidad","INFOCAL",-64.90236,-14.82328,231,7,1082,1313,736,19,320,1056
"Bolivia","Beni","Cercado","Trinidad","LICEO MARIO SAIELLY",-64.90276,-14.83593,321,6,1655,1976,1150,17,482,1632
"Bolivia","Beni","Cercado","Trinidad","U.A.B. (CARRERA DE DERECHO)",-64.91308,-14.83274,454,46,2151,2605,1438,31,636,2074
"Bolivia","Beni","Cercado","Trinidad","U.E 15 DE AGOSTO",-64.92943,-14.83425,115,11,811,926,454,19,327,781
"Bolivia","Beni","Cercado","Trinidad","U.E GONZALO SUAREZ D.",-64.90136,-14.85325,80,5,337,417,214,4,114,328
"Bolivia","Beni","Cercado","Trinidad","U.E LUIS ESPINAL CAMS",-64.92085,-14.84365,160,16,1065,1225,577,22,450,1027
"Bolivia","Beni","Cercado","Trinidad","U.E. ORLANDO MONASTERIO CLAURE",-64.93098,-14.8181,22,7,259,281,151,4,97,248
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC. ASUNCION DEL QUIQUIBEY",-67.51161,-14.64125,29,2,73,102,36,2,33,69
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC.CENTRAL NUEVOS HORIZONTES",-67.27888,-14.59985,115,9,374,489,122,29,214,336
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC.CENTRAL PIEDRAS BLANCAS",-67.15208,-14.78934,100,16,586,686,79,15,476,555
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC.GUALBERTO VILLARRUEL",-67.5281,-14.44452,861,31,2868,3729,1703,52,1082,2785
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESC. PLAYA ANCHA",-67.26197,-14.62954,27,5,164,191,12,9,138,150
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","ESCUELA VILLA LOURDES",-67.5043,-14.42944,45,5,152,197,71,3,73,144
"Bolivia","Beni","General Jose Ballivián Segurola","Puerto Rurrenabaque","UNIDAD EDUCATIVA LUCIO LENS",-67.52292,-14.44037,953,50,3672,4625,2055,165,1402,3457
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","COL. NACIONAL REYES",-67.33482,-14.29558,370,16,1409,1779,779,27,587,1366
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. BUEN DESTINO",-66.76987,-11.76321,21,4,102,123,17,2,79,96
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. CENTRAL BAQUETY",-66.79783,-12.53514,65,0,48,113,4,1,43,47
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC.CENTRAL PUERTO CAVINAS",-66.91502,-12.53129,85,5,133,218,46,1,81,127
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. CONSTANZA VARGAS",-66.73828,-11.73581,11,0,24,35,13,2,9,22
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC.JESUS ALVAREZ",-67.3343,-14.29483,471,23,1650,2121,912,74,641,1553
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC.PEÑA AMARILLA",-66.67179,-11.5471,61,2,95,156,77,2,14,91
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. RENE BARRIENTOS ORTUÑO",-67.33835,-14.29512,113,1,310,423,174,9,126,300
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. SAN JOSE",-67.37435,-14.30772,12,1,89,101,41,5,42,83
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. SAN MARCOS",-67.50578,-13.81978,3,0,22,25,18,1,3,21
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESC. SORAIDA",-67.50439,-14.05581,17,0,24,41,14,0,10,24
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","ESCUELA DE CALIFORNIA",-66.90263,-11.95482,16,0,54,70,22,1,31,53
"Bolivia","Beni","General Jose Ballivián Segurola","Reyes","U.E. CARMEN ALTO",-66.36278,-11.71022,6,4,88,94,39,1,44,83
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COL. ARNULFO MARTINEZ",-66.74274,-14.86135,1010,35,3361,4371,1946,68,1312,3258
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COL.INDUSTRIAL INGAVI",-67.03596,-15.14148,666,37,2392,3058,828,69,1458,2286
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","COL.SAN FRANCISCO DE BORJA",-66.75023,-14.85829,760,29,2731,3491,1804,62,836,2640
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.DE PUERTO YUCUMO",-66.93755,-15.19761,36,3,276,312,16,6,251,267
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.EL CHACAL",-66.62759,-14.75295,62,6,300,362,3,3,288,291
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.EL PALMAR",-67.08794,-14.97903,131,20,688,819,150,19,499,649
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.GERMAN BUSCH",-66.74983,-14.85664,707,19,2407,3114,1615,47,726,2341
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. INDIGENA ARENALES",-66.9127,-15.10867,41,8,455,496,13,12,422,435
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.JUNRRENO",-66.93327,-14.37257,11,1,32,43,15,0,16,31
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. LA CRUZ",-66.73125,-14.97601,78,14,584,662,38,9,523,561
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.LA EMBOCADA",-66.73125,-14.97601,85,1,254,339,96,7,150,246
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.LAS ABRAS",-66.93307,-14.4615,12,4,77,89,6,0,67,73
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. MISION FATIMA",-66.746,-15.45636,43,7,352,395,23,3,319,342
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.SANTA ELENA DEL CARIPO",-66.82342,-14.5799,19,1,102,121,39,0,62,101
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC.S.JUAN DEL REMANZO",-66.5321,-14.67902,8,0,39,47,7,0,32,39
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESC. TACUARAL DE MATTOS",-66.53598,-14.99362,39,46,471,510,17,8,400,417
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","ESCUELA EL ORIENTE DEL YACUMA",-66.99512,-14.35404,26,1,79,105,34,0,44,78
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E. MANGUITO",-66.63986,-14.89842,39,10,458,497,56,3,389,445
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E MARCA COROICO",-67.08862,-14.78361,10,4,109,119,14,7,84,98
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E. QUIQUIBEY",-67.0975,-15.36358,27,1,174,201,22,1,150,172
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E SAN IGNACIO DEL MANIQUI",-66.72903,-14.85899,101,7,365,466,195,8,155,350
"Bolivia","Beni","General Jose Ballivián Segurola","San Borja","U.E VILLA SAN ANTONIO",-66.74652,-14.87003,108,6,463,571,252,13,192,444
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","COLEGIO NACIONAL SANTA ROSA",-66.78864,-14.07823,263,4,654,917,407,23,220,627
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.CENTRAL PALMA FLOR",-66.6287,-12.96253,45,1,71,116,40,9,21,61
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.EL CANDADO",-66.84259,-13.50823,30,2,80,110,25,1,52,77
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC. EL CERRITO",-66.7103,-13.09042,22,1,82,104,53,1,27,80
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.EL TRIUNFO",-66.76116,-13.86169,58,0,223,281,118,1,104,222
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.GERARDO REYES",-66.79248,-14.07916,509,30,2303,2812,1545,43,685,2230
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC. PUERTO TERESA",-66.60133,-13.44813,18,0,67,85,49,1,17,66
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESC.PUERTO YATA",-66.63308,-13.45108,66,5,119,185,81,1,32,113
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA AUSTRALIA",-66.52208,-12.78946,79,2,155,234,75,3,75,150
"Bolivia","Beni","General Jose Ballivián Segurola","Santa Rosa","ESCUELA EL ROSARIO",-66.71803,-13.82903,14,8,130,144,61,4,57,118
"Bolivia","Beni","Iténez","Baures","ESC. ALTA GRACIA",-63.66943,-13.63675,8,0,51,59,32,0,19,51
"Bolivia","Beni","Iténez","Baures","ESC. CAIRO II",-63.52425,-14.20468,7,0,22,29,0,0,22,22
"Bolivia","Beni","Iténez","Baures","ESC.CARMELO LOPEZ",-63.69662,-13.65491,305,11,1213,1518,674,7,521,1195
"Bolivia","Beni","Iténez","Baures","ESC.EL CAIRO",-63.72225,-13.72575,10,1,95,105,42,3,49,91
"Bolivia","Beni","Iténez","Baures","ESC.EL REMANZO",-61.8741,-13.52387,114,4,291,405,126,5,156,282
"Bolivia","Beni","Iténez","Baures","ESC. MONTE CRISTO DEL TIQUIN",-61.97526,-13.62647,100,3,121,221,21,3,94,115
"Bolivia","Beni","Iténez","Baures","ESC. RURAL JASIAQUIRI",-63.7384,-13.72094,12,0,150,162,70,1,79,149
"Bolivia","Beni","Iténez","Baures","ESC.SAN SIMON",-62.02819,-13.61491,54,4,138,192,40,2,92,132
"Bolivia","Beni","Iténez","Baures","ESC.SECCIONAL CAFETAL",-61.88521,-13.49341,98,1,122,220,40,0,81,121
"Bolivia","Beni","Iténez","Huacaraje","ESC.EL CARMEN",-63.80146,-14.23021,129,2,461,590,275,5,179,454
"Bolivia","Beni","Iténez","Huacaraje","ESC.JUAN ALBERTO ORELLANA",-63.87964,-13.59328,313,15,1104,1417,627,17,445,1072
"Bolivia","Beni","Iténez","Huacaraje","NUCLEO ESCOLAR LA EMBROLLA",-63.82495,-13.6832,3,0,58,61,10,6,42,52
"Bolivia","Beni","Iténez","Magdalena","COL.CNEL.CARMELO CUELLAR J.",-63.79037,-13.23383,30,1,219,249,109,2,107,216
"Bolivia","Beni","Iténez","Magdalena","ESC.ANGEL CHAVEZ ARZA",-64.24437,-12.89689,10,1,112,122,30,0,81,111
"Bolivia","Beni","Iténez","Magdalena","ESC.BUENA VISTA",-64.23037,-12.45551,133,7,236,369,109,4,116,225
"Bolivia","Beni","Iténez","Magdalena","ESC.CENTRAL 1O. DE MAYO",-63.37995,-12.65748,2,0,36,38,3,0,33,36
"Bolivia","Beni","Iténez","Magdalena","ESC.GIL COIMBRA",-64.05195,-13.25954,419,19,1839,2258,1018,22,780,1798
"Bolivia","Beni","Iténez","Magdalena","ESC.JOSE BALLIVIAN",-64.05527,-13.26313,184,9,1079,1263,584,30,456,1040
"Bolivia","Beni","Iténez","Magdalena","ESC.LA CAYOBA",-64.08502,-13.09004,9,0,69,78,45,2,22,67
"Bolivia","Beni","Iténez","Magdalena","ESC. SAN BORJA RIO BLANCO",-64.10181,-12.62778,25,4,146,171,77,1,64,141
"Bolivia","Beni","Iténez","Magdalena","ESC.SANTA MARIA",-63.825,-13.11831,8,0,84,92,55,0,29,84
"Bolivia","Beni","Iténez","Magdalena","U.E. MACEDONIO PAZ PINO",-63.70535,-13.27234,226,8,927,1153,454,23,442,896
"Bolivia","Beni","Mamoré","Puerto Siles","ESC.ALEJANDRIA",-65.06511,-12.08011,3,2,47,50,12,1,32,44
"Bolivia","Beni","Mamoré","Puerto Siles","ESC.ANTOFAGASTA",-65.00496,-12.80045,57,1,159,216,43,3,112,155
"Bolivia","Beni","Mamoré","Puerto Siles","ESC.SANTA ROSA",-65.11021,-12.29405,48,3,121,169,90,0,28,118
"Bolivia","Beni","Mamoré","San Joaquín","ESC.CAP.ARTURO CUELLAR REA",-64.66712,-13.04515,431,9,1044,1475,506,80,449,955
"Bolivia","Beni","Mamoré","San Joaquín","ESC.CHACO LEJOS",-64.9071,-12.83958,3,1,29,32,9,0,19,28
"Bolivia","Beni","Mamoré","San Joaquín","ESC.LAS PEÑITAS",-64.4332,-12.65806,0,0,5,5,0,1,4,4
"Bolivia","Beni","Mamoré","San Joaquín","ESC. MORE-MONTE AZUL",-64.91856,-12.09472,12,0,50,62,0,0,50,50
"Bolivia","Beni","Mamoré","San Joaquín","ESC. PUERTO USTAREZ",-64.45786,-12.40728,10,1,44,54,14,1,28,42
"Bolivia","Beni","Mamoré","San Joaquín","UNIDAD EDUCATIVA 21 DE AGOSTO",-64.6656,-13.04053,381,11,1044,1425,583,20,430,1013
"Bolivia","Beni","Mamoré","San Ramón","ESC. EL CARMEN DE GUACAYANE",-64.37999,-13.12766,5,0,38,43,0,0,38,38
"Bolivia","Beni","Mamoré","San Ramón","ESC.EL POYORI",-64.42094,-13.00931,2,1,38,40,6,0,31,37
"Bolivia","Beni","Mamoré","San Ramón","ESC.NAPOLEON AÑEZ ORTIZ",-64.61865,-13.26702,463,16,1835,2298,999,24,796,1795
"Bolivia","Beni","Mamoré","San Ramón","U.E. LAS PEÑAS",-64.39467,-12.63922,7,0,4,11,2,0,2,4
"Bolivia","Beni","Marbán","Loreto","ESC.CAMIACO",-64.86686,-15.33278,57,0,246,303,155,7,84,239
"Bolivia","Beni","Marbán","Loreto","ESC.GUNDONOVIA",-65.11512,-15.51444,62,4,135,197,79,1,51,130
"Bolivia","Beni","Marbán","Loreto","ESC.PERFECTA VDA. DE BEJARANO",-64.76012,-15.19398,155,3,335,490,130,10,192,322
"Bolivia","Beni","Marbán","Loreto","ESC.SACHOJERE",-64.75289,-14.98731,60,1,183,243,79,2,101,180
"Bolivia","Beni","Marbán","Loreto","ESC.SAN ANTONIO",-64.99944,-15.1992,23,0,55,78,26,1,28,54
"Bolivia","Beni","Marbán","Loreto","ESC.SAN PABLO-ISIBORO",-65.14317,-15.70741,33,1,138,171,31,5,101,132
"Bolivia","Beni","Marbán","Loreto","ESCUELA SANTA ROSA DEL CHAPARE",-64.75703,-15.93923,22,0,27,49,21,0,6,27
"Bolivia","Beni","Marbán","Loreto","SANTA ROSA DEL ISIBORO",-65.20737,-16.26001,23,2,71,94,16,0,53,69
"Bolivia","Beni","Marbán","Loreto","U.E. PALERMO",-64.65648,-15.88381,3,0,21,24,8,0,13,21
"Bolivia","Beni","Marbán","Loreto","U.E. VILLA EL CARMEN DEL REMANZO",-65.00182,-15.25932,18,0,63,81,21,1,41,62
"Bolivia","Beni","Marbán","San Andrés","ESC.BUEN JESUS",-64.37089,-14.98918,45,5,248,293,153,4,86,239
"Bolivia","Beni","Marbán","San Andrés","ESC.CAIMANES",-64.05082,-15.16342,32,7,163,195,87,2,67,154
"Bolivia","Beni","Marbán","San Andrés","ESC.CENTRAL 2 DE AGOSTO",-63.86697,-15.24271,419,28,1546,1965,595,33,890,1485
"Bolivia","Beni","Marbán","San Andrés","ESC.HUMBERTO VELARDE",-64.66631,-15.02232,61,2,225,286,110,5,108,218
"Bolivia","Beni","Marbán","San Andrés","ESC.LA ISIGA-PERSEVERA",-64.32283,-15.39423,38,1,38,76,22,0,15,37
"Bolivia","Beni","Marbán","San Andrés","ESC. MONTE CRISTO",-64.37347,-15.61208,29,1,46,75,21,0,24,45
"Bolivia","Beni","Marbán","San Andrés","ESC.PEROTO",-64.63706,-14.97516,41,3,145,186,82,1,59,141
"Bolivia","Beni","Marbán","San Andrés","ESC.SAN LORENZO",-64.7207,-15.03478,32,2,73,105,34,1,36,70
"Bolivia","Beni","Marbán","San Andrés","ESC.SANTA ROSA",-64.244,-15.10586,97,8,407,504,181,6,212,393
"Bolivia","Beni","Marbán","San Andrés","ESC.SOMOPAE",-64.65401,-14.94441,41,1,194,235,99,2,92,191
"Bolivia","Beni","Marbán","San Andrés","ESCUELA 4 DE JULIO",-63.46377,-15.73327,59,6,243,302,35,7,195,230
"Bolivia","Beni","Marbán","San Andrés","ESCUELA DE NUEVA BETANIA",-64.34632,-15.02995,55,3,219,274,90,3,123,213
"Bolivia","Beni","Marbán","San Andrés","ESCUELA ELVIRA",-64.60383,-14.92893,43,2,181,224,102,2,75,177
"Bolivia","Beni","Marbán","San Andrés","ESCUELA LIMONCITO",-63.46377,-15.73327,0,0,30,30,15,1,14,29
"Bolivia","Beni","Marbán","San Andrés","ESCUELA NUEVA MAGDALENA",-63.69929,-15.48585,51,0,117,168,31,0,86,117
"Bolivia","Beni","Marbán","San Andrés","ESCUELA TAJIBOTE",-64.08765,-15.63134,5,0,9,14,3,0,6,9
"Bolivia","Beni","Marbán","San Andrés","ESC. VILLA ALBA",-64.68153,-15.06132,30,0,135,165,65,2,68,133
"Bolivia","Beni","Marbán","San Andrés","ESC.VILLA BANZER",-64.41677,-14.94876,17,0,64,81,25,0,39,64
"Bolivia","Beni","Moxos","San Ignacio","COL.SOCRATES PARADA EGUEZ",-65.64265,-14.9983,661,55,2892,3553,1138,64,1635,2773
"Bolivia","Beni","Moxos","San Ignacio","ESC.CENTRAL SAN IGNACITO",-65.64748,-15.4581,8,0,21,29,6,0,15,21
"Bolivia","Beni","Moxos","San Ignacio","ESC.CENTRAL SANTA ROSA",-65.85181,-15.22264,5,2,91,96,10,0,79,89
"Bolivia","Beni","Moxos","San Ignacio","ESC. EL DESENGAÑO",-65.44534,-14.27502,45,2,121,166,59,2,58,117
"Bolivia","Beni","Moxos","San Ignacio","ESC.FATIMA",-65.34778,-14.91402,20,0,78,98,44,0,34,78
"Bolivia","Beni","Moxos","San Ignacio","ESC.LA ARGENTINA",-65.32679,-14.82843,9,0,68,77,24,1,43,67
"Bolivia","Beni","Moxos","San Ignacio","ESC.LITORAL",-65.57434,-14.97235,10,3,107,117,10,0,94,104
"Bolivia","Beni","Moxos","San Ignacio","ESC.MERCEDES DE LOJOJOTA",-65.57259,-16.5034,22,4,74,96,8,4,58,66
"Bolivia","Beni","Moxos","San Ignacio","ESC.MONTE GRANDE",-65.82966,-15.63879,23,1,90,113,16,8,65,81
"Bolivia","Beni","Moxos","San Ignacio","ESC.MONTE MAE",-65.72498,-15.53512,36,0,49,85,28,0,21,49
"Bolivia","Beni","Moxos","San Ignacio","ESC. OROMOMO",-66.18743,-16.04399,46,28,279,325,37,6,208,245
"Bolivia","Beni","Moxos","San Ignacio","ESC.OVIDIO ROCA C.",-65.55151,-15.55553,123,1,430,553,225,7,197,422
"Bolivia","Beni","Moxos","San Ignacio","ESC.PTO.SAN LORENZO",-65.4773,-15.77166,29,6,98,127,41,5,46,87
"Bolivia","Beni","Moxos","San Ignacio","ESC. PUERTO SAN BORJA",-65.79875,-14.98267,28,0,83,111,12,2,69,81
"Bolivia","Beni","Moxos","San Ignacio","ESC.RETIRO",-65.80604,-15.34924,15,1,106,121,2,2,101,103
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN ANTONIO DE IMOSE",-65.35487,-15.95693,45,2,94,139,48,9,35,83
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN FRANCISCO",-65.35629,-15.41029,63,8,231,294,68,7,148,216
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN JOSE DEL CABITU",-65.9744,-15.26368,60,1,163,223,35,6,121,156
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN JOSE DE PATROCINIO",-65.29938,-15.7724,16,0,22,38,20,0,2,22
"Bolivia","Beni","Moxos","San Ignacio","ESC.SAN MIGUELITO ISIBORO",-65.44078,-16.52943,15,1,68,83,6,4,57,63
"Bolivia","Beni","Moxos","San Ignacio","ESC.SUB-CENTRAL PUEBLO NUEVO",-65.88788,-15.24535,13,0,32,45,5,0,27,32
"Bolivia","Beni","Moxos","San Ignacio","ESC.TRINIDACITO",-65.30994,-15.76319,19,0,31,50,27,0,4,31
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA DE BERMEO",-65.3772,-14.89496,28,1,82,110,30,0,51,81
"Bolivia","Beni","Moxos","San Ignacio","ESCUELA SANTÍSIMA TRINIDAD",-65.76534,-16.61358,21,3,160,181,42,2,113,155
"Bolivia","Beni","Moxos","San Ignacio","L.GILFREDO CORTEZ CANDIA",-65.64448,-14.99516,671,44,2561,3232,964,47,1506,2470
"Bolivia","Beni","Moxos","San Ignacio","U.E. SAN BERNARDO",-65.2933,-15.65132,43,2,92,135,73,3,14,87
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","(CÁRCEL) PENAL GUAYARAMERIN",-65.35279,-10.81292,11,0,22,33,11,1,10,21
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","CENTRO EDUCATIVO SIMON BOLIVAR",-65.36375,-10.83101,75,4,283,358,175,3,101,276
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL. 6 DE JUNIO",-65.34737,-10.82762,365,9,1476,1841,976,27,464,1440
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL. ALTO DE LA ALIANZA",-65.36181,-10.82369,485,15,1787,2272,1098,40,634,1732
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COLEGIO ANTONIO VACA DIEZ",-65.35497,-10.81294,92,3,342,434,224,2,113,337
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COLEGIO MANUEL VICENTE BALLIVIAN",-65.35051,-10.81116,182,1,302,484,218,5,78,296
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL. EVANGELICO NACIONAL",-65.35439,-10.81791,541,9,1442,1983,905,25,503,1408
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","COL.MANUEL ANTONIO OJOPI",-65.35567,-10.81322,732,14,2585,3317,1703,32,836,2539
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","DR.ELMER BOTSFORD",-65.35297,-10.8088,225,6,701,926,471,17,207,678
"Bolivia","Beni","Vaca Diéz","Puerto Guayaramerín","ESC.ANTOFAGASTA",-65.39104,-10.39382,15,0,51,66,28,0,23,51
