"pais","departamento","provincia","municipio","recinto","latitud","longitud","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","ESC. VICTOR CENTELLAS",-67.4448,-16.42614,48,15,330,378,123,8,184,307
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","ESC. VICTORIO LANZA",-67.43213,-16.40116,62,8,553,615,134,76,335,469
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","PLAZA 25 DE JULIO",-67.70308,-16.60368,49,15,342,391,64,9,254,318
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","U. E. AGUSTIN ASPIAZU",-67.45403,-16.47174,471,54,2962,3433,978,111,1819,2797
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","U.E. CHICALOMA",-67.4781,-16.4439,100,29,730,830,232,28,441,673
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","U.E. CURIHUATI",-67.53439,-16.62459,12,1,102,114,31,1,69,100
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","U.E. NUCLEO ALEJANDRO PEREZ",-67.39616,-16.48061,11,1,119,130,22,5,91,113
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","U.E. SIQUILJARA",-67.43041,-16.4995,4,0,49,53,7,5,37,44
"Bolivia","La Paz","Sur Yungas","Irupana (Villa de Lanza)","UNIDAD EDUCATIVA TACA",-67.59009,-16.6741,14,23,247,261,51,9,164,215
"Bolivia","La Paz","Sur Yungas","La Asunta","CASA DE GOBIERNO",-67.16822,-16.02656,74,7,437,511,130,12,288,418
"Bolivia","La Paz","Sur Yungas","La Asunta","CASA DE GOBIERNO",-67.42729,-16.3161,74,7,437,511,130,12,288,418
"Bolivia","La Paz","Sur Yungas","La Asunta","COLEGIO LAS MERCEDES",-67.34164,-16.28541,156,24,1110,1266,239,16,831,1070
"Bolivia","La Paz","Sur Yungas","La Asunta","COLEGIO PEDRO DOMINGO MURILLO",-67.17278,-15.99563,156,30,1193,1349,296,29,838,1134
"Bolivia","La Paz","Sur Yungas","La Asunta","ESC. BATALLON COLORADOS",-67.23377,-16.24007,61,6,344,405,63,14,261,324
"Bolivia","La Paz","Sur Yungas","La Asunta","ESC. PEDRO DOMINGO MURILLO",-67.23003,-16.17662,70,18,594,664,97,20,459,556
"Bolivia","La Paz","Sur Yungas","La Asunta","ESC. RENE BARRIENTOS ORTUNO",-67.19631,-16.12306,868,75,4955,5823,1599,235,3046,4645
"Bolivia","La Paz","Sur Yungas","La Asunta","ESCUELA PUERTO RICO",-67.23912,-15.91417,169,22,904,1073,268,26,588,856
"Bolivia","La Paz","Sur Yungas","La Asunta","ESC. YANAMAYU",-67.24638,-16.25433,66,11,479,545,94,12,362,456
"Bolivia","La Paz","Sur Yungas","La Asunta","PLAZA 5 DE AGOSTO",-67.32188,-16.29534,92,8,686,778,130,23,525,655
"Bolivia","La Paz","Sur Yungas","La Asunta","PLAZA PRINCIPAL",-67.28065,-16.28432,17,10,498,515,92,19,377,469
"Bolivia","La Paz","Sur Yungas","La Asunta","PLAZA PRINCIPAL PICHARI",-67.1724,-16.03647,33,1,172,205,28,1,142,170
"Bolivia","La Paz","Sur Yungas","La Asunta","SEDE SOCIAL 16 DE JULIO",-67.21876,-15.98921,94,13,604,698,66,18,507,573
"Bolivia","La Paz","Sur Yungas","La Asunta","SEDE SOCIAL CHARIA",-67.17044,-16.06197,76,6,627,703,139,17,465,604
"Bolivia","La Paz","Sur Yungas","La Asunta","SEDE SOCIAL - ESC. FISCAL CALIZAYA",-67.17819,-16.20132,102,15,857,959,287,34,521,808
"Bolivia","La Paz","Sur Yungas","La Asunta","U.E. SANTA ROSA",-67.29982,-16.29054,34,3,420,454,42,13,362,404
"Bolivia","La Paz","Sur Yungas","La Asunta","UNIDAD EDUCATIVA CENTRAL QUINUNI",-67.12872,-16.24596,180,33,1240,1420,297,44,866,1163
"Bolivia","La Paz","Sur Yungas","La Asunta","UNIDAD EDUCATIVA NUEVOS HORIZONTES",-67.0814,-16.07017,59,9,353,412,79,9,256,335
"Bolivia","La Paz","Sur Yungas","La Asunta","UNIDAD EDUCATIVA SIGUANI GRANDE",-67.1498,-16.02148,157,12,782,939,155,15,600,755
"Bolivia","La Paz","Sur Yungas","Palos Blancos","COLEGIO GRAL.JUAN JOSE TORREZ",-67.15504,-15.43328,93,8,438,531,95,18,317,412
"Bolivia","La Paz","Sur Yungas","Palos Blancos","COLEGIO INICUA ALTO",-67.21655,-15.49705,240,26,1316,1556,198,42,1050,1248
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. CENTRAL SAPECHO",-67.33434,-15.55851,175,12,932,1107,202,28,690,892
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. FRANZ TAMAYO",-66.97848,-15.79254,129,7,568,697,93,28,440,533
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. MAPURICHUQUI",-67.38571,-15.53334,13,0,104,117,10,2,92,102
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. REMOLINOS",-67.10275,-15.70205,20,4,165,185,28,2,131,159
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. SAN MIGUEL DE HUACHI",-67.13039,-15.67505,117,7,556,673,148,21,380,528
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. SANTA ANA DE MOSETENES",-67.42593,-15.51087,61,13,519,580,101,17,388,489
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. SECC. PUERTO CARMEN",-67.10754,-15.72647,76,3,513,589,53,15,442,495
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESCUELA 13 DE MAYO",-67.05286,-15.7359,75,8,370,445,70,7,285,355
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESCUELA COCOCHI",-67.03598,-15.76373,76,4,517,593,46,9,458,504
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESCUELA UNIDAD EDUCATIVA POPOY",-67.16382,-15.64156,87,4,507,594,91,11,401,492
"Bolivia","La Paz","Sur Yungas","Palos Blancos","ESC. UNI. EDUCATIVA PALOS BLANCOS",-67.24989,-15.58425,754,39,3769,4523,1274,160,2296,3570
"Bolivia","La Paz","Sur Yungas","Yanacachi","AGENCIA CANTONAL",-67.67539,-16.40772,18,2,195,213,43,5,145,188
"Bolivia","La Paz","Sur Yungas","Yanacachi","ESC. EDUARDO AVAROA",-67.77512,-16.40746,84,5,727,811,161,19,542,703
"Bolivia","La Paz","Sur Yungas","Yanacachi","ESCUELA PUENTE VILLA",-67.64563,-16.40512,125,7,605,730,113,27,458,571
"Bolivia","La Paz","Sur Yungas","Yanacachi","UNIDAD ED. FELIX ERNESTO MOSCOSO",-67.73924,-16.39802,105,20,837,942,162,40,615,777
"Bolivia","Oruro","Abaroa","Challapata","CASA COMUNAL",-66.867,-18.81626,4,3,52,56,17,4,28,45
"Bolivia","Oruro","Abaroa","Challapata","COL. NEMECIO BARRIENTOS",-66.41433,-18.8165,93,52,1851,1944,183,92,1524,1707
"Bolivia","Oruro","Abaroa","Challapata","COL. SIMON BOLIVAR",-66.2065,-19.07044,133,23,724,857,184,53,464,648
"Bolivia","Oruro","Abaroa","Challapata","ESC. ELIZARDO PEREZ",-66.63439,-18.78513,35,5,201,236,65,11,120,185
"Bolivia","Oruro","Abaroa","Challapata","ESC. GUALBERTO VILLARROEL",-66.17815,-19.14781,57,6,487,544,131,30,320,451
"Bolivia","Oruro","Abaroa","Challapata","ESC. GUALBERTO VILLARROEL",-66.17815,-19.14781,57,6,487,544,131,30,320,451
"Bolivia","Oruro","Abaroa","Challapata","IGLESIA",-66.75696,-18.90541,77,27,481,558,134,26,294,428
"Bolivia","Oruro","Abaroa","Challapata","U.E. ANTOFAGASTA",-66.76142,-18.9058,156,18,984,1140,464,54,448,912
"Bolivia","Oruro","Abaroa","Challapata","U. E. CHIRITAMBO",-66.49629,-18.74333,6,0,37,43,9,8,20,29
"Bolivia","Oruro","Abaroa","Challapata","U. E. CHURACANI",-66.6879,-18.88193,17,3,190,207,94,8,85,179
"Bolivia","Oruro","Abaroa","Challapata","U. E. COCHUYO",-66.19255,-19.04616,15,6,176,191,26,12,132,158
"Bolivia","Oruro","Abaroa","Challapata","U. E. CRUCE AGUAS CALIENTES",-66.59532,-18.75354,23,16,336,359,105,23,192,297
"Bolivia","Oruro","Abaroa","Challapata","U. E. EDUARDO AVAROA",-66.77432,-18.89956,455,46,2647,3102,1299,159,1143,2442
"Bolivia","Oruro","Abaroa","Challapata","U.E. GERMAN BUSCH",-66.64656,-18.83978,15,3,175,190,77,13,82,159
"Bolivia","Oruro","Abaroa","Challapata","U.E. HUANCANE",-66.87584,-18.70498,33,7,353,386,153,32,161,314
"Bolivia","Oruro","Abaroa","Challapata","U.E. MONS. RICARDO BENI MORO",-66.77174,-18.89699,218,23,1153,1371,559,63,508,1067
"Bolivia","Oruro","Abaroa","Challapata","U. E. REPUBLICA ARGENTINA",-66.77376,-18.89994,480,63,2859,3339,1366,218,1212,2578
"Bolivia","Oruro","Abaroa","Challapata","U. E. SAN JUAN DE DIOS",-66.77537,-18.89861,375,36,2256,2631,1116,125,979,2095
"Bolivia","Oruro","Abaroa","Challapata","U. E. WILAÑEQUE",-66.87421,-18.79802,5,2,63,68,14,4,43,57
"Bolivia","Oruro","Abaroa","Santuario de Quillacas","COL. NAL. MIXTO SEVARUYO",-66.8639,-19.36308,91,17,762,853,194,30,521,715
"Bolivia","Oruro","Abaroa","Santuario de Quillacas","ESC. SORAGA",-66.81366,-19.37804,29,1,236,265,30,4,201,231
"Bolivia","Oruro","Abaroa","Santuario de Quillacas","U.E. SANTUARIO DE QUILLACAS",-66.9434,-19.23514,100,14,679,779,171,16,478,649
"Bolivia","Oruro","Carangas","Choque Cota","ESC. JOSE BALLIVIAN",-67.89426,-18.09751,147,10,493,640,85,13,385,470
"Bolivia","Oruro","Carangas","Choque Cota","U.E. GERMAN BUSCH",-67.9801,-18.24933,16,0,63,79,8,0,55,63
"Bolivia","Oruro","Carangas","Corque","COL.  JOSE TRIFIRO",-67.68045,-18.34875,433,22,1058,1491,262,38,736,998
"Bolivia","Oruro","Carangas","Corque","COL. QUITA QUITA",-67.59264,-18.57433,20,1,125,145,28,1,95,123
"Bolivia","Oruro","Carangas","Corque","ESC. CENTRAL ANDAPATA LUPE",-67.7664,-18.57256,23,2,134,157,41,1,90,131
"Bolivia","Oruro","Carangas","Corque","ESC. ELIZARDO PEREZ",-67.96458,-18.42258,4,0,192,196,39,1,152,191
"Bolivia","Oruro","Carangas","Corque","ESC. GERMAN BUSCH",-67.63393,-18.19181,3,0,124,127,39,2,83,122
"Bolivia","Oruro","Carangas","Corque","ESC. RAFAEL PABON",-67.86765,-18.61046,5,2,314,319,77,8,227,304
"Bolivia","Oruro","Carangas","Corque","ESC. SECCIONAL VILLA NUEVA",-67.52446,-18.50015,2,0,90,92,10,1,79,89
"Bolivia","Oruro","Carangas","Corque","ESC. SECCIONAL VILLA REMEDIOS",-67.53616,-18.34178,12,9,103,115,15,2,77,92
"Bolivia","Oruro","Carangas","Corque","NUCLEO JANCOCALA",-67.63593,-18.40875,19,3,119,138,29,4,83,112
"Bolivia","Oruro","Carangas","Corque","PROYECTO CRISTIAN CHILDRENS",-67.89956,-18.54068,37,4,348,385,73,7,264,337
"Bolivia","Oruro","Carangas","Corque","U. E. CONDORIRI",-67.87078,-18.28468,3,0,143,146,14,5,124,138
"Bolivia","Oruro","Carangas","Corque","U. E. EDUARDO AVAROA",-67.93131,-18.25961,8,2,108,116,23,2,81,104
"Bolivia","Oruro","Carangas","Corque","U.E. FRANZ TAMAYO",-67.92997,-18.34328,2,0,199,201,11,1,187,198
"Bolivia","Oruro","Carangas","Corque","U. E. FRANZ TAMAYO - VILLA ESPERANZA.-",-67.79691,-18.69382,37,2,227,264,37,2,186,223
"Bolivia","Oruro","Carangas","Corque","U.E. HUAYLLAPACHA",-67.78386,-18.20815,11,0,109,120,9,1,99,108
"Bolivia","Oruro","Carangas","Corque","U.E. HUAYLLOCO",-67.60744,-18.62654,41,3,157,198,34,4,116,150
"Bolivia","Oruro","Carangas","Corque","U.E. ISMAEL MONTES",-67.63055,-18.2567,9,0,123,132,27,2,94,121
"Bolivia","Oruro","Carangas","Corque","U.E. VILLA COPACABANA",-67.58656,-18.33602,23,1,205,228,63,4,137,200
"Bolivia","Oruro","Carangas","Corque","U.E. VILLA TARUCACHI",-67.69584,-18.17327,33,2,135,168,15,3,115,130
"Bolivia","Oruro","Cercado","Caracollo","CASA COMUNAL",-67.36098,-17.5586,27,6,232,259,52,6,168,220
"Bolivia","Oruro","Cercado","Caracollo","ESC. ARCA DE NOE",-67.14415,-17.53467,27,5,221,248,52,9,155,207
"Bolivia","Oruro","Cercado","Caracollo","ESC. CASIMIRO OLAÑETA",-67.71239,-17.75884,15,6,98,113,23,1,68,91
"Bolivia","Oruro","Cercado","Caracollo","ESC. CENTRAL HORENCO",-67.08439,-17.67966,41,13,508,549,114,30,351,465
"Bolivia","Oruro","Cercado","Caracollo","ESC. ELIZARDO PEREZ",-67.23847,-17.7678,25,6,325,350,76,20,223,299
"Bolivia","Oruro","Cercado","Caracollo","ESC. GUALBERTO VILLARROEL",-67.60866,-17.84485,2,1,156,158,48,7,100,148
"Bolivia","Oruro","Cercado","Caracollo","ESC. MARISCAL SUCRE",-67.21998,-17.63756,576,68,4543,5119,1534,200,2741,4275
"Bolivia","Oruro","Cercado","Caracollo","ESC. RENE BERNAL ESCALANTE",-67.26373,-17.41522,26,8,227,253,35,9,175,210
"Bolivia","Oruro","Cercado","Caracollo","ESC. SECCIONAL ANCOTANGA",-67.41176,-17.80681,10,3,108,118,45,1,59,104
"Bolivia","Oruro","Cercado","Caracollo","ESC. TUPAC KATARI",-67.32282,-17.67462,4,0,35,39,4,1,30,34
"Bolivia","Oruro","Cercado","Caracollo","PLAZA 21 DE SEPTIEMBRE",-67.63667,-17.79293,11,1,182,193,52,1,128,180
"Bolivia","Oruro","Cercado","Caracollo","U. E. ADELA ZAMUDIO B",-67.61005,-17.79552,0,1,66,66,14,0,51,65
"Bolivia","Oruro","Cercado","Caracollo","U.E. ALEMANIA",-67.29485,-17.58746,66,8,484,550,117,23,336,453
"Bolivia","Oruro","Cercado","Caracollo","U.E. AYACUCHO",-67.32822,-17.88792,52,11,267,319,94,12,150,244
"Bolivia","Oruro","Cercado","Caracollo","U.E. FLORENCIO ALVARADO",-67.67155,-17.89358,10,6,203,213,49,6,142,191
"Bolivia","Oruro","Cercado","Caracollo","U.E. JAIME LAREDO UNZUETA",-67.29126,-17.76572,3,5,55,58,12,0,38,50
"Bolivia","Oruro","Cercado","Caracollo","U.E. LITORAL",-67.21841,-17.63715,141,11,632,773,202,35,384,586
"Bolivia","Oruro","Cercado","Caracollo","U.E. MARISCAL SUCRE B",-67.49707,-17.77807,134,14,707,841,232,28,433,665
"Bolivia","Oruro","Cercado","Caracollo","U.E. MAX FERNANDEZ",-67.10453,-17.55754,38,3,436,474,98,9,326,424
"Bolivia","Oruro","Cercado","Caracollo","U.E. OTTO SAUCEDO RIVERA",-67.3471,-17.80727,20,2,156,176,70,8,76,146
"Bolivia","Oruro","Cercado","Caracollo","U.ESC. MARCELO QUIROGA SANTA CRUZ",-67.3585,-17.954,25,1,192,217,43,1,147,190
"Bolivia","Oruro","Cercado","Caracollo","U.E. SEBASTIAN PAGADOR",-67.32516,-17.52224,40,5,342,382,68,12,257,325
"Bolivia","Oruro","Cercado","Caracollo","U.E. SIMON BOLIVAR PRIMARIO",-67.65617,-17.79859,45,6,342,387,105,28,203,308
"Bolivia","Oruro","Cercado","Caracollo","U. E. VICTOR PAZ ESTENSORO",-67.22767,-17.52121,18,1,83,101,33,3,46,79
"Bolivia","Oruro","Cercado","El Choro","ESC. GUALBERTO VILLARROEL",-67.1244,-18.28041,30,8,229,259,83,5,133,216
"Bolivia","Oruro","Cercado","El Choro","ESC. JOSE BALLIVIAN",-67.23971,-18.07711,100,12,470,570,107,20,331,438
"Bolivia","Oruro","Cercado","El Choro","ESC. SEBASTIAN  PAGADOR",-67.11596,-18.35524,115,12,573,688,132,41,388,520
"Bolivia","Oruro","Cercado","El Choro","PLAZA PRINCIPAL",-67.16006,-18.20486,43,3,241,284,73,13,152,225
"Bolivia","Oruro","Cercado","El Choro","U. E. SAN FELIPE DE CHAITAVI",-67.19747,-18.2947,13,2,164,177,56,6,100,156
"Bolivia","Oruro","Cercado","Oruro","(CÁRCEL) PENAL SAN PEDRO.-",-67.11382,-17.94748,51,5,177,228,87,2,83,170
"Bolivia","Oruro","Cercado","Oruro","CEMEI.-",-67.10611,-17.95222,62,3,565,627,374,17,171,545
"Bolivia","Oruro","Cercado","Oruro","CENTRO DE ALFABETIZACION HUAJARA III.-",-67.09458,-17.94664,52,7,453,505,213,16,217,430
"Bolivia","Oruro","Cercado","Oruro","CENTRO DE MADRES VILLA DORINA.-  (U.ESC. GTANJA CAPACHOS)",-67.0959,-17.93653,51,2,529,580,219,21,287,506
"Bolivia","Oruro","Cercado","Oruro","CENTRO EDUCATIVO ALCIRA CARDONA.-",-67.13569,-17.98138,301,20,2236,2537,1192,72,952,2144
"Bolivia","Oruro","Cercado","Oruro","CENTRO EDUCATIVO LUIS ESPINAL.-",-67.10418,-17.97677,133,6,1049,1182,638,39,366,1004
"Bolivia","Oruro","Cercado","Oruro","COL. ANICETO ARCE.-",-67.10963,-17.95758,239,11,1749,1988,1161,39,538,1699
"Bolivia","Oruro","Cercado","Oruro","COL. DONATO VASQUEZ",-67.11268,-17.96753,167,16,1394,1561,1032,28,318,1350
"Bolivia","Oruro","Cercado","Oruro","COLEGIO JESUS MARIA FE Y ALEGRIA.-",-67.1079,-17.95973,127,4,1082,1209,843,11,224,1067
"Bolivia","Oruro","Cercado","Oruro","COL. IGNACIO LEON.-",-67.11066,-17.96957,271,9,2057,2328,1535,47,466,2001
"Bolivia","Oruro","Cercado","Oruro","COL. JORGE OBLITAS.-",-67.11667,-17.97098,218,5,1470,1688,1017,48,400,1417
"Bolivia","Oruro","Cercado","Oruro","COL. MARCOS BELTRAN AVILA.-",-67.12161,-17.98581,323,13,1753,2076,949,52,739,1688
"Bolivia","Oruro","Cercado","Oruro","COL. MIXTO SAN JOSE.-",-67.1077,-17.96691,108,5,902,1010,553,19,325,878
"Bolivia","Oruro","Cercado","Oruro","COL. NAL. ANTONIO JOSE DE SAINZ.-",-67.11235,-17.97625,296,9,1926,2222,1206,61,650,1856
"Bolivia","Oruro","Cercado","Oruro","COL. NAL. JUAN MISAEL SARACHO.-",-67.10977,-17.96565,212,7,1694,1906,1283,34,370,1653
"Bolivia","Oruro","Cercado","Oruro","COL. NAL. MIXTO BOLIVIA.-",-67.11076,-17.96816,635,27,3246,3881,1758,98,1363,3121
"Bolivia","Oruro","Cercado","Oruro","COL. NAL. MIXTO CARMEN GUZMAN DE MIER",-67.09805,-17.96961,716,42,5553,6269,2944,258,2309,5253
"Bolivia","Oruro","Cercado","Oruro","COL.NAL.MIXTO MEJILLONES (V. CHALLACOLLO)",-67.13516,-18.00865,237,14,1290,1527,473,85,718,1191
"Bolivia","Oruro","Cercado","Oruro","COL. NAL. SIMON BOLIVAR.-",-67.11548,-17.97176,308,12,2228,2536,1608,43,565,2173
"Bolivia","Oruro","Cercado","Oruro","COL. PARTICULAR ANGLO AMERICANO.-",-67.12007,-17.96936,288,12,2233,2521,1432,66,723,2155
"Bolivia","Oruro","Cercado","Oruro","COL. PARTICULAR BOLIVIA JAPON-.",-67.11596,-17.96645,200,11,1473,1673,1003,28,431,1434
"Bolivia","Oruro","Cercado","Oruro","COL. PARTICULAR LA SALLE.-",-67.12745,-17.98239,341,18,2698,3039,1614,99,967,2581
"Bolivia","Oruro","Cercado","Oruro","COL. PARTICULAR NACIONES UNIDAS.-",-67.11937,-17.9807,108,9,691,799,354,96,232,586
"Bolivia","Oruro","Cercado","Oruro","COL. PARTICULAR REEKIE.-",-67.1146,-17.97336,196,8,1654,1850,1229,34,383,1612
"Bolivia","Oruro","Cercado","Oruro","ESC. FRANZ TAMAYO (LOS PINOS).-",-67.13069,-17.9254,133,17,1159,1292,421,34,687,1108
"Bolivia","Oruro","Cercado","Oruro","ESC. JACINTO RODRIGUEZ (LA AURORA).-",-67.12757,-17.91296,359,22,3129,3488,1641,108,1358,2999
"Bolivia","Oruro","Cercado","Oruro","ESC. JUAN PABLO.-",-67.13759,-17.97069,435,34,2906,3341,1374,92,1406,2780
"Bolivia","Oruro","Cercado","Oruro","ESC. MIXTA FERROVIARIA.-",-67.1043,-17.96417,438,23,3645,4083,2496,74,1052,3548
"Bolivia","Oruro","Cercado","Oruro","FAC. DE DERECHO (ESC. 10 DE FEBRERO)",-67.10728,-17.96463,88,5,716,804,515,7,189,704
"Bolivia","Oruro","Cercado","Oruro","FACULTAD DE AGRONOMIA-.",-67.1356,-17.99495,136,3,827,963,371,25,428,799
"Bolivia","Oruro","Cercado","Oruro","FACULTAD DE MEDICINA.-",-67.11997,-17.95705,285,15,2294,2579,1257,93,929,2186
"Bolivia","Oruro","Cercado","Oruro","FACULTAD TECNICA.-",-67.10745,-17.95388,269,18,2399,2668,1640,56,685,2325
"Bolivia","Oruro","Cercado","Oruro","FUNDACION INFOCAL.-",-67.13299,-17.97652,157,9,1200,1357,648,28,515,1163
"Bolivia","Oruro","Cercado","Oruro","INICIAL CARMEN GUZMAN DE MIER-.",-67.09798,-17.96936,51,4,407,458,217,16,170,387
"Bolivia","Oruro","Cercado","Oruro","INST. DE APRENDIZAJE INDUSTRIAL - I.A.I.",-67.10339,-17.95443,432,26,3789,4221,2091,115,1557,3648
"Bolivia","Oruro","Cercado","Oruro","INST. NORMAL SUPERIOR ANGEL MENDOZA J.",-67.11544,-17.95136,279,16,2280,2559,1330,74,860,2190
"Bolivia","Oruro","Cercado","Oruro","KINDER CHIRIPUJIO-.",-67.13878,-17.97487,58,5,317,375,161,6,145,306
"Bolivia","Oruro","Cercado","Oruro","KINDER EDITH ZAMORA DE PAZ",-67.06566,-17.59109,91,7,642,733,310,10,315,625
"Bolivia","Oruro","Cercado","Oruro","KINDER JUANCITO PINTO.-",-67.1338,-17.97651,222,23,1612,1834,865,51,673,1538
"Bolivia","Oruro","Cercado","Oruro","LICEO ANTOFAGASTA.-",-67.11086,-17.95904,130,3,1109,1239,753,28,325,1078
"Bolivia","Oruro","Cercado","Oruro","LICEO TEC. HUMANISTICO ADOLFO BALLIVIAN",-67.11545,-17.97227,124,6,997,1121,697,20,274,971
"Bolivia","Oruro","Cercado","Oruro","U.E. ABY AYALA  (MAGDALENA POSTEL II)",-67.0858,-17.96687,34,1,402,436,203,13,185,388
"Bolivia","Oruro","Cercado","Oruro","U. E. ALTO ORURO-.",-67.11981,-17.97776,90,7,657,747,270,35,345,615
"Bolivia","Oruro","Cercado","Oruro","U.E. BOLIVIA VINTO.-",-67.06182,-17.97608,590,73,4246,4836,1541,406,2226,3767
"Bolivia","Oruro","Cercado","Oruro","U. E. CARMELA CERRUTO-.",-67.12911,-17.98492,75,6,423,498,206,18,193,399
"Bolivia","Oruro","Cercado","Oruro","U. E. EDUARDO AVAROA",-67.10896,-17.96172,202,10,1711,1913,1309,44,348,1657
"Bolivia","Oruro","Cercado","Oruro","U. E. EJERCITO NACIONAL.-",-67.11467,-17.94708,452,31,3461,3913,1885,105,1440,3325
"Bolivia","Oruro","Cercado","Oruro","U.E. EL CARMEN",-67.06756,-17.97467,128,12,1135,1263,479,51,593,1072
"Bolivia","Oruro","Cercado","Oruro","U. E. GUIDO VILLAGOMEZ.-",-67.12384,-17.95729,193,15,1750,1943,819,66,850,1669
"Bolivia","Oruro","Cercado","Oruro","U. E. HIJOS DEL SOL II",-67.14334,-17.97866,68,5,293,361,98,75,115,213
"Bolivia","Oruro","Cercado","Oruro","U.E. HUAJARA",-67.09364,-17.94298,389,44,3361,3750,1680,121,1516,3196
"Bolivia","Oruro","Cercado","Oruro","U. E. JESUS DE NAZARETH.-",-67.09926,-17.98237,425,41,3179,3604,1434,156,1548,2982
"Bolivia","Oruro","Cercado","Oruro","U. E. JOHN F. KENNEDY",-67.11703,-17.95129,448,28,3490,3938,1760,138,1564,3324
"Bolivia","Oruro","Cercado","Oruro","U. E. JOSE IGNACIO DE SANJINEZ.-",-67.11224,-17.97953,442,20,3127,3569,1909,88,1110,3019
"Bolivia","Oruro","Cercado","Oruro","U. E. JOSE MARIA SIERRA GALVARRO.-",-67.10973,-17.97574,491,26,3831,4322,2450,94,1261,3711
"Bolivia","Oruro","Cercado","Oruro","U. E. JUAN VELEZ DE CORDOBA (INCA POZO).",-67.12063,-17.94589,175,19,1556,1731,634,72,831,1465
"Bolivia","Oruro","Cercado","Oruro","U. E. KANTUTA II (JOSERMO MURILLO)-.",-67.10438,-17.94779,283,49,2285,2568,969,131,1136,2105
"Bolivia","Oruro","Cercado","Oruro","U.E. LOS ANGELES DE NAZARIA IGNACIA",-67.0696,-17.97254,133,9,952,1085,306,36,601,907
"Bolivia","Oruro","Cercado","Oruro","U. E. LUIS MARIO CAREAGA.-",-67.06567,-17.59111,652,57,3966,4618,1685,131,2093,3778
"Bolivia","Oruro","Cercado","Oruro","U.E. MARCELO QUIROGA SANTA CRUZ",-67.11663,-17.93236,43,5,649,692,291,15,338,629
"Bolivia","Oruro","Cercado","Oruro","U.E. MARIA  DE NAZARETH",-67.0949,-17.98389,194,22,1558,1752,566,97,873,1439
"Bolivia","Oruro","Cercado","Oruro","U. E. MCAL. ANDRES DE SANTA CRUZ.-",-67.11391,-17.95798,361,25,2527,2888,1422,83,997,2419
"Bolivia","Oruro","Cercado","Oruro","U. E. MCAL. ANTONIO JOSE DE SUCRE.-",-67.11536,-17.96788,328,16,2490,2818,1720,42,712,2432
"Bolivia","Oruro","Cercado","Oruro","U.E. MEJILLONES II(SECUNDARIO)",-67.13734,-18.00333,59,5,340,399,118,28,189,307
"Bolivia","Oruro","Cercado","Oruro","U. E. MISAEL PACHECO LOMA.-",-67.10031,-17.96391,194,6,1567,1761,932,47,582,1514
"Bolivia","Oruro","Cercado","Oruro","U. E. MOVIMIENTO SIN TECHO",-67.07934,-17.97713,507,61,3764,4271,947,165,2591,3538
"Bolivia","Oruro","Cercado","Oruro","U.E. NAL. MIXTO HUAJARA SECUNDARIO",-67.09364,-17.94298,106,13,924,1030,362,114,435,797
"Bolivia","Oruro","Cercado","Oruro","U.E. NIÑO QUIRQUINCHO FELIZ",-67.03982,-17.97784,188,23,1463,1651,551,113,776,1327
"Bolivia","Oruro","Cercado","Oruro","U. E. ORURO OTAWA (SECUNDARIA)",-67.10309,-17.97182,213,17,1686,1899,905,40,724,1629
"Bolivia","Oruro","Cercado","Oruro","U. E. OSCAR UNZAGA DE LA VEGA.-",-67.11453,-17.94222,446,43,3640,4086,1752,198,1647,3399
"Bolivia","Oruro","Cercado","Oruro","U. E. OSCAR UNZAGA DE LA VEGA II",-67.1145,-17.9421,183,15,1168,1351,558,42,553,1111
"Bolivia","Oruro","Cercado","Oruro","U.E. PARTICULAR ARRIETA",-67.11098,-17.9635,27,1,301,328,215,8,77,292
"Bolivia","Oruro","Cercado","Oruro","U.E. SAN LUIS",-67.07831,-17.93586,49,8,414,463,126,49,231,357
"Bolivia","Oruro","Cercado","Oruro","U. E. SANTA ROSA.-",-67.07967,-17.97144,339,24,2098,2437,1054,111,909,1963
"Bolivia","Oruro","Cercado","Oruro","U. ESC. BENEMERITOS DE LA PATRIA.-",-67.12161,-17.98581,230,14,1568,1798,698,61,795,1493
